variable,frequency,timestep,zfp_level,zfp_size,zfp_ratio,all_zfp_levs
Z500,monthly,339,16,,,[16.0]
FLUT,monthly,305,10,,,[10.0]
LHFLX,monthly,345,8,,,[8.0]
PRECT,monthly,350,8,,,[8.0]
TAUX,monthly,396,8,,,[8.0]
FLUT,monthly,306,10,,,[10.0]
Z500,monthly,340,16,,,[16.0]
TS,monthly,282,14,,,[14.0]
PRECT,monthly,351,8,,,[8.0]
TAUX,monthly,397,8,,,[8.0]
FLUT,monthly,307,10,,,[10.0]
Z500,monthly,341,16,,,[16.0]
FLUT,monthly,308,10,,,[10.0]
PRECT,monthly,352,8,,,[8.0]
TAUX,monthly,398,8,,,[8.0]
PRECT,monthly,353,8,,,[8.0]
LHFLX,monthly,346,8,,,[8.0]
FLUT,monthly,309,10,,,[10.0]
TS,monthly,283,14,,,[14.0]
TAUX,monthly,399,8,,,[8.0]
LHFLX,monthly,347,8,,,[8.0]
FLUT,monthly,310,10,,,[10.0]
Z500,monthly,342,16,,,[16.0]
PRECT,monthly,354,8,,,[8.0]
FLUT,monthly,311,10,,,[10.0]
TS,monthly,284,14,,,[14.0]
LHFLX,monthly,348,8,,,[8.0]
TAUX,monthly,400,8,,,[8.0]
Z500,monthly,343,16,,,[16.0]
FLUT,monthly,312,10,,,[10.0]
PRECT,monthly,355,8,,,[8.0]
LHFLX,monthly,349,8,,,[8.0]
FLUT,monthly,313,10,,,[10.0]
TS,monthly,285,14,,,[14.0]
PRECT,monthly,356,8,,,[8.0]
TAUX,monthly,401,8,,,[8.0]
PRECT,monthly,357,8,,,[8.0]
Z500,monthly,344,16,,,[16.0]
TAUX,monthly,402,8,,,[8.0]
PRECT,monthly,358,8,,,[8.0]
LHFLX,monthly,350,8,,,[8.0]
FLUT,monthly,314,10,,,[10.0]
LHFLX,monthly,351,8,,,[8.0]
TAUX,monthly,403,8,,,[8.0]
TS,monthly,286,14,,,[14.0]
Z500,monthly,345,16,,,[16.0]
Z500,monthly,346,16,,,[16.0]
LHFLX,monthly,352,8,,,[8.0]
PRECT,monthly,359,8,,,[8.0]
TS,monthly,287,14,,,[14.0]
FLUT,monthly,315,10,,,[10.0]
TAUX,monthly,404,8,,,[8.0]
Z500,monthly,347,16,,,[16.0]
PRECT,monthly,360,8,,,[8.0]
LHFLX,monthly,353,8,,,[8.0]
TAUX,monthly,405,8,,,[8.0]
TS,monthly,288,14,,,[14.0]
FLUT,monthly,316,10,,,[10.0]
PRECT,monthly,361,10,,,[10.0]
Z500,monthly,348,16,,,[16.0]
LHFLX,monthly,354,8,,,[8.0]
TAUX,monthly,406,8,,,[8.0]
PRECT,monthly,362,8,,,[8.0]
TS,monthly,289,14,,,[14.0]
Z500,monthly,349,16,,,[16.0]
FLUT,monthly,317,10,,,[10.0]
TS,monthly,290,14,,,[14.0]
LHFLX,monthly,355,8,,,[8.0]
PRECT,monthly,363,8,,,[8.0]
TAUX,monthly,407,8,,,[8.0]
Z500,monthly,350,16,,,[16.0]
TS,monthly,291,14,,,[14.0]
TAUX,monthly,408,8,,,[8.0]
LHFLX,monthly,356,8,,,[8.0]
FLUT,monthly,318,10,,,[10.0]
PRECT,monthly,364,8,,,[8.0]
Z500,monthly,351,16,,,[16.0]
LHFLX,monthly,357,8,,,[8.0]
TAUX,monthly,409,8,,,[8.0]
FLUT,monthly,319,10,,,[10.0]
PRECT,monthly,365,8,,,[8.0]
TS,monthly,292,14,,,[14.0]
Z500,monthly,352,16,,,[16.0]
LHFLX,monthly,358,8,,,[8.0]
TAUX,monthly,410,8,,,[8.0]
FLUT,monthly,320,10,,,[10.0]
PRECT,monthly,366,8,,,[8.0]
TS,monthly,293,14,,,[14.0]
Z500,monthly,353,16,,,[16.0]
LHFLX,monthly,359,8,,,[8.0]
TAUX,monthly,411,8,,,[8.0]
FLUT,monthly,321,10,,,[10.0]
PRECT,monthly,367,8,,,[8.0]
TS,monthly,294,14,,,[14.0]
TAUX,monthly,412,8,,,[8.0]
LHFLX,monthly,360,8,,,[8.0]
Z500,monthly,354,16,,,[16.0]
FLUT,monthly,322,10,,,[10.0]
PRECT,monthly,368,8,,,[8.0]
TS,monthly,295,14,,,[14.0]
TAUX,monthly,413,8,,,[8.0]
FLUT,monthly,323,10,,,[10.0]
Z500,monthly,355,16,,,[16.0]
PRECT,monthly,369,8,,,[8.0]
FLUT,monthly,324,10,,,[10.0]
LHFLX,monthly,361,8,,,[8.0]
TAUX,monthly,414,8,,,[8.0]
Z500,monthly,356,16,,,[16.0]
TS,monthly,296,14,,,[14.0]
PRECT,monthly,370,10,,,[10.0]
FLUT,monthly,325,10,,,[10.0]
LHFLX,monthly,362,8,,,[8.0]
TAUX,monthly,415,8,,,[8.0]
Z500,monthly,357,16,,,[16.0]
PRECT,monthly,371,8,,,[8.0]
Z500,monthly,358,16,,,[16.0]
LHFLX,monthly,363,8,,,[8.0]
PRECT,monthly,372,8,,,[8.0]
TS,monthly,297,14,,,[14.0]
FLUT,monthly,326,10,,,[10.0]
TAUX,monthly,416,8,,,[8.0]
Z500,monthly,359,16,,,[16.0]
LHFLX,monthly,364,8,,,[8.0]
Z500,monthly,360,16,,,[16.0]
TS,monthly,298,14,,,[14.0]
FLUT,monthly,327,10,,,[10.0]
TAUX,monthly,417,8,,,[8.0]
TS,monthly,299,14,,,[14.0]
LHFLX,monthly,365,8,,,[8.0]
PRECT,monthly,373,8,,,[8.0]
Z500,monthly,361,16,,,[16.0]
FLUT,monthly,328,10,,,[10.0]
TAUX,monthly,418,8,,,[8.0]
TS,monthly,300,14,,,[14.0]
Z500,monthly,362,16,,,[16.0]
TS,monthly,301,14,,,[14.0]
PRECT,monthly,374,10,,,[10.0]
FLUT,monthly,329,10,,,[10.0]
Z500,monthly,363,16,,,[16.0]
TAUX,monthly,419,8,,,[8.0]
LHFLX,monthly,366,8,,,[8.0]
PRECT,monthly,375,8,,,[8.0]
FLUT,monthly,330,10,,,[10.0]
TS,monthly,302,14,,,[14.0]
TAUX,monthly,420,8,,,[8.0]
Z500,monthly,364,16,,,[16.0]
TS,monthly,303,14,,,[14.0]
LHFLX,monthly,367,8,,,[8.0]
FLUT,monthly,331,10,,,[10.0]
PRECT,monthly,376,8,,,[8.0]
FLUT,monthly,332,10,,,[10.0]
TAUX,monthly,421,8,,,[8.0]
LHFLX,monthly,368,8,,,[8.0]
Z500,monthly,365,16,,,[16.0]
FLUT,monthly,333,10,,,[10.0]
TS,monthly,304,14,,,[14.0]
PRECT,monthly,377,8,,,[8.0]
TAUX,monthly,422,8,,,[8.0]
Z500,monthly,366,16,,,[16.0]
LHFLX,monthly,369,8,,,[8.0]
TS,monthly,305,14,,,[14.0]
PRECT,monthly,378,8,,,[8.0]
FLUT,monthly,334,10,,,[10.0]
Z500,monthly,367,16,,,[16.0]
TAUX,monthly,423,8,,,[8.0]
LHFLX,monthly,370,8,,,[8.0]
PRECT,monthly,379,8,,,[8.0]
FLUT,monthly,335,10,,,[10.0]
Z500,monthly,368,16,,,[16.0]
LHFLX,monthly,371,8,,,[8.0]
TAUX,monthly,424,8,,,[8.0]
TS,monthly,306,14,,,[14.0]
LHFLX,monthly,372,8,,,[8.0]
TAUX,monthly,425,8,,,[8.0]
Z500,monthly,369,16,,,[16.0]
PRECT,monthly,380,10,,,[10.0]
FLUT,monthly,336,10,,,[10.0]
TS,monthly,307,14,,,[14.0]
TAUX,monthly,426,8,,,[8.0]
LHFLX,monthly,373,8,,,[8.0]
PRECT,monthly,381,8,,,[8.0]
Z500,monthly,370,16,,,[16.0]
TAUX,monthly,427,8,,,[8.0]
TS,monthly,308,14,,,[14.0]
TAUX,monthly,428,8,,,[8.0]
Z500,monthly,371,16,,,[16.0]
PRECT,monthly,382,8,,,[8.0]
TS,monthly,309,14,,,[14.0]
LHFLX,monthly,374,8,,,[8.0]
FLUT,monthly,337,10,,,[10.0]
Z500,monthly,372,16,,,[16.0]
TAUX,monthly,429,8,,,[8.0]
TS,monthly,310,14,,,[14.0]
LHFLX,monthly,375,8,,,[8.0]
PRECT,monthly,383,8,,,[8.0]
FLUT,monthly,338,10,,,[10.0]
Z500,monthly,373,16,,,[16.0]
TAUX,monthly,430,8,,,[8.0]
TS,monthly,311,14,,,[14.0]
LHFLX,monthly,376,8,,,[8.0]
TS,monthly,312,14,,,[14.0]
Z500,monthly,374,16,,,[16.0]
FLUT,monthly,339,10,,,[10.0]
PRECT,monthly,384,8,,,[8.0]
TAUX,monthly,431,8,,,[8.0]
LHFLX,monthly,377,8,,,[8.0]
LHFLX,monthly,378,8,,,[8.0]
Z500,monthly,375,16,,,[16.0]
TS,monthly,313,14,,,[14.0]
TAUX,monthly,432,8,,,[8.0]
FLUT,monthly,340,10,,,[10.0]
LHFLX,monthly,379,8,,,[8.0]
Z500,monthly,376,16,,,[16.0]
PRECT,monthly,385,8,,,[8.0]
TS,monthly,314,14,,,[14.0]
TAUX,monthly,433,8,,,[8.0]
FLUT,monthly,341,10,,,[10.0]
TS,monthly,315,14,,,[14.0]
Z500,monthly,377,16,,,[16.0]
PRECT,monthly,386,8,,,[8.0]
LHFLX,monthly,380,8,,,[8.0]
TAUX,monthly,434,8,,,[8.0]
LHFLX,monthly,381,8,,,[8.0]
Z500,monthly,378,16,,,[16.0]
TS,monthly,316,14,,,[14.0]
PRECT,monthly,387,10,,,[10.0]
FLUT,monthly,342,10,,,[10.0]
TAUX,monthly,435,8,,,[8.0]
PRECT,monthly,388,8,,,[8.0]
FLUT,monthly,343,10,,,[10.0]
LHFLX,monthly,382,8,,,[8.0]
Z500,monthly,379,16,,,[16.0]
TS,monthly,317,14,,,[14.0]
PRECT,monthly,389,8,,,[8.0]
LHFLX,monthly,383,8,,,[8.0]
FLUT,monthly,344,10,,,[10.0]
TAUX,monthly,436,8,,,[8.0]
TS,monthly,318,14,,,[14.0]
TAUX,monthly,437,8,,,[8.0]
TAUX,monthly,438,8,,,[8.0]
Z500,monthly,380,16,,,[16.0]
TS,monthly,319,14,,,[14.0]
PRECT,monthly,390,8,,,[8.0]
FLUT,monthly,345,10,,,[10.0]
LHFLX,monthly,384,8,,,[8.0]
PRECT,monthly,391,8,,,[8.0]
Z500,monthly,381,16,,,[16.0]
TAUX,monthly,439,8,,,[8.0]
FLUT,monthly,346,10,,,[10.0]
TS,monthly,320,14,,,[14.0]
LHFLX,monthly,385,8,,,[8.0]
Z500,monthly,382,16,,,[16.0]
PRECT,monthly,392,8,,,[8.0]
FLUT,monthly,347,10,,,[10.0]
TAUX,monthly,440,8,,,[8.0]
TS,monthly,321,14,,,[14.0]
PRECT,monthly,393,8,,,[8.0]
Z500,monthly,383,16,,,[16.0]
FLUT,monthly,348,10,,,[10.0]
LHFLX,monthly,386,8,,,[8.0]
PRECT,monthly,394,10,,,[10.0]
TS,monthly,322,14,,,[14.0]
FLUT,monthly,349,10,,,[10.0]
Z500,monthly,384,16,,,[16.0]
TAUX,monthly,441,8,,,[8.0]
LHFLX,monthly,387,8,,,[8.0]
PRECT,monthly,395,8,,,[8.0]
FLUT,monthly,350,10,,,[10.0]
LHFLX,monthly,388,8,,,[8.0]
TS,monthly,323,14,,,[14.0]
TAUX,monthly,442,8,,,[8.0]
FLUT,monthly,351,10,,,[10.0]
TAUX,monthly,443,8,,,[8.0]
LHFLX,monthly,389,8,,,[8.0]
Z500,monthly,385,16,,,[16.0]
TS,monthly,324,14,,,[14.0]
FLUT,monthly,352,10,,,[10.0]
TAUX,monthly,444,8,,,[8.0]
PRECT,monthly,396,8,,,[8.0]
TS,monthly,325,14,,,[14.0]
Z500,monthly,386,16,,,[16.0]
LHFLX,monthly,390,8,,,[8.0]
FLUT,monthly,353,10,,,[10.0]
TAUX,monthly,445,8,,,[8.0]
PRECT,monthly,397,8,,,[8.0]
TAUX,monthly,446,8,,,[8.0]
FLUT,monthly,354,10,,,[10.0]
TS,monthly,326,14,,,[14.0]
PRECT,monthly,398,8,,,[8.0]
LHFLX,monthly,391,8,,,[8.0]
Z500,monthly,387,16,,,[16.0]
PRECT,monthly,399,8,,,[8.0]
TS,monthly,327,14,,,[14.0]
FLUT,monthly,355,10,,,[10.0]
TAUX,monthly,447,8,,,[8.0]
LHFLX,monthly,392,8,,,[8.0]
Z500,monthly,388,16,,,[16.0]
TS,monthly,328,14,,,[14.0]
PRECT,monthly,400,8,,,[8.0]
LHFLX,monthly,393,8,,,[8.0]
Z500,monthly,389,16,,,[16.0]
FLUT,monthly,356,10,,,[10.0]
PRECT,monthly,401,8,,,[8.0]
TAUX,monthly,448,8,,,[8.0]
LHFLX,monthly,394,8,,,[8.0]
FLUT,monthly,357,10,,,[10.0]
Z500,monthly,390,16,,,[16.0]
TS,monthly,329,14,,,[14.0]
PRECT,monthly,402,8,,,[8.0]
TAUX,monthly,449,8,,,[8.0]
LHFLX,monthly,395,8,,,[8.0]
FLUT,monthly,358,10,,,[10.0]
Z500,monthly,391,16,,,[16.0]
FLUT,monthly,359,10,,,[10.0]
TAUX,monthly,450,8,,,[8.0]
PRECT,monthly,403,8,,,[8.0]
Z500,monthly,392,16,,,[16.0]
LHFLX,monthly,396,8,,,[8.0]
TS,monthly,330,14,,,[14.0]
FLUT,monthly,360,10,,,[10.0]
TS,monthly,331,14,,,[14.0]
TAUX,monthly,451,8,,,[8.0]
LHFLX,monthly,397,8,,,[8.0]
Z500,monthly,393,16,,,[16.0]
PRECT,monthly,404,8,,,[8.0]
FLUT,monthly,361,10,,,[10.0]
TS,monthly,332,14,,,[14.0]
TAUX,monthly,452,8,,,[8.0]
Z500,monthly,394,16,,,[16.0]
PRECT,monthly,405,8,,,[8.0]
LHFLX,monthly,398,8,,,[8.0]
Z500,monthly,395,16,,,[16.0]
FLUT,monthly,362,10,,,[10.0]
TS,monthly,333,14,,,[14.0]
TAUX,monthly,453,8,,,[8.0]
PRECT,monthly,406,8,,,[8.0]
LHFLX,monthly,399,8,,,[8.0]
Z500,monthly,396,16,,,[16.0]
PRECT,monthly,407,10,,,[10.0]
TS,monthly,334,14,,,[14.0]
FLUT,monthly,363,10,,,[10.0]
TAUX,monthly,454,8,,,[8.0]
LHFLX,monthly,400,8,,,[8.0]
Z500,monthly,397,16,,,[16.0]
TS,monthly,335,14,,,[14.0]
PRECT,monthly,408,8,,,[8.0]
FLUT,monthly,364,10,,,[10.0]
TAUX,monthly,455,8,,,[8.0]
TS,monthly,336,14,,,[14.0]
Z500,monthly,398,16,,,[16.0]
FLUT,monthly,365,10,,,[10.0]
PRECT,monthly,409,8,,,[8.0]
LHFLX,monthly,401,8,,,[8.0]
Z500,monthly,399,16,,,[16.0]
LHFLX,monthly,402,8,,,[8.0]
TAUX,monthly,456,8,,,[8.0]
TS,monthly,337,14,,,[14.0]
FLUT,monthly,366,10,,,[10.0]
PRECT,monthly,410,8,,,[8.0]
Z500,monthly,400,16,,,[16.0]
LHFLX,monthly,403,8,,,[8.0]
PRECT,monthly,411,8,,,[8.0]
TS,monthly,338,14,,,[14.0]
LHFLX,monthly,404,8,,,[8.0]
FLUT,monthly,367,10,,,[10.0]
TAUX,monthly,457,8,,,[8.0]
Z500,monthly,401,16,,,[16.0]
PRECT,monthly,412,8,,,[8.0]
TS,monthly,339,14,,,[14.0]
LHFLX,monthly,405,8,,,[8.0]
FLUT,monthly,368,10,,,[10.0]
TS,monthly,340,14,,,[14.0]
Z500,monthly,402,16,,,[16.0]
TAUX,monthly,458,8,,,[8.0]
PRECT,monthly,413,8,,,[8.0]
LHFLX,monthly,406,8,,,[8.0]
TS,monthly,341,14,,,[14.0]
PRECT,monthly,414,8,,,[8.0]
Z500,monthly,403,16,,,[16.0]
TAUX,monthly,459,8,,,[8.0]
FLUT,monthly,369,10,,,[10.0]
TS,monthly,342,14,,,[14.0]
LHFLX,monthly,407,8,,,[8.0]
PRECT,monthly,415,8,,,[8.0]
Z500,monthly,404,16,,,[16.0]
TAUX,monthly,460,8,,,[8.0]
FLUT,monthly,370,10,,,[10.0]
PRECT,monthly,416,8,,,[8.0]
LHFLX,monthly,408,8,,,[8.0]
Z500,monthly,405,16,,,[16.0]
PRECT,monthly,417,8,,,[8.0]
TS,monthly,343,14,,,[14.0]
TAUX,monthly,461,8,,,[8.0]
LHFLX,monthly,409,8,,,[8.0]
Z500,monthly,406,16,,,[16.0]
TAUX,monthly,462,8,,,[8.0]
PRECT,monthly,418,8,,,[8.0]
FLUT,monthly,371,10,,,[10.0]
TS,monthly,344,14,,,[14.0]
LHFLX,monthly,410,8,,,[8.0]
Z500,monthly,407,16,,,[16.0]
PRECT,monthly,419,8,,,[8.0]
TAUX,monthly,463,8,,,[8.0]
LHFLX,monthly,411,8,,,[8.0]
TS,monthly,345,14,,,[14.0]
FLUT,monthly,372,10,,,[10.0]
Z500,monthly,408,16,,,[16.0]
PRECT,monthly,420,8,,,[8.0]
FLUT,monthly,373,10,,,[10.0]
TS,monthly,346,14,,,[14.0]
TAUX,monthly,464,8,,,[8.0]
LHFLX,monthly,412,8,,,[8.0]
Z500,monthly,409,16,,,[16.0]
TAUX,monthly,465,8,,,[8.0]
LHFLX,monthly,413,8,,,[8.0]
FLUT,monthly,374,10,,,[10.0]
PRECT,monthly,421,8,,,[8.0]
TS,monthly,347,14,,,[14.0]
FLUT,monthly,375,10,,,[10.0]
Z500,monthly,410,16,,,[16.0]
TAUX,monthly,466,8,,,[8.0]
LHFLX,monthly,414,8,,,[8.0]
PRECT,monthly,422,8,,,[8.0]
TAUX,monthly,467,8,,,[8.0]
Z500,monthly,411,16,,,[16.0]
LHFLX,monthly,415,8,,,[8.0]
TS,monthly,348,14,,,[14.0]
PRECT,monthly,423,8,,,[8.0]
TAUX,monthly,468,8,,,[8.0]
FLUT,monthly,376,10,,,[10.0]
Z500,monthly,412,16,,,[16.0]
TS,monthly,349,14,,,[14.0]
PRECT,monthly,424,8,,,[8.0]
TAUX,monthly,469,8,,,[8.0]
Z500,monthly,413,16,,,[16.0]
FLUT,monthly,377,10,,,[10.0]
LHFLX,monthly,416,8,,,[8.0]
PRECT,monthly,425,8,,,[8.0]
TAUX,monthly,470,8,,,[8.0]
Z500,monthly,414,16,,,[16.0]
TS,monthly,350,14,,,[14.0]
FLUT,monthly,378,10,,,[10.0]
LHFLX,monthly,417,8,,,[8.0]
PRECT,monthly,426,8,,,[8.0]
TAUX,monthly,471,8,,,[8.0]
LHFLX,monthly,418,8,,,[8.0]
PRECT,monthly,427,8,,,[8.0]
FLUT,monthly,379,10,,,[10.0]
Z500,monthly,415,16,,,[16.0]
TS,monthly,351,14,,,[14.0]
TAUX,monthly,472,8,,,[8.0]
LHFLX,monthly,419,8,,,[8.0]
TS,monthly,352,14,,,[14.0]
Z500,monthly,416,16,,,[16.0]
PRECT,monthly,428,8,,,[8.0]
FLUT,monthly,380,10,,,[10.0]
PRECT,monthly,429,10,,,[10.0]
LHFLX,monthly,420,8,,,[8.0]
TAUX,monthly,473,8,,,[8.0]
FLUT,monthly,381,10,,,[10.0]
Z500,monthly,417,16,,,[16.0]
PRECT,monthly,430,8,,,[8.0]
TS,monthly,353,14,,,[14.0]
LHFLX,monthly,421,8,,,[8.0]
TAUX,monthly,474,8,,,[8.0]
Z500,monthly,418,16,,,[16.0]
TS,monthly,354,14,,,[14.0]
PRECT,monthly,431,8,,,[8.0]
FLUT,monthly,382,10,,,[10.0]
TS,monthly,355,14,,,[14.0]
LHFLX,monthly,422,8,,,[8.0]
TAUX,monthly,475,8,,,[8.0]
Z500,monthly,419,16,,,[16.0]
PRECT,monthly,432,8,,,[8.0]
FLUT,monthly,383,10,,,[10.0]
TS,monthly,356,14,,,[14.0]
Z500,monthly,420,16,,,[16.0]
PRECT,monthly,433,8,,,[8.0]
FLUT,monthly,384,10,,,[10.0]
TAUX,monthly,476,8,,,[8.0]
LHFLX,monthly,423,8,,,[8.0]
TS,monthly,357,14,,,[14.0]
Z500,monthly,421,16,,,[16.0]
PRECT,monthly,434,8,,,[8.0]
FLUT,monthly,385,10,,,[10.0]
TAUX,monthly,477,8,,,[8.0]
LHFLX,monthly,424,8,,,[8.0]
Z500,monthly,422,16,,,[16.0]
PRECT,monthly,435,8,,,[8.0]
LHFLX,monthly,425,8,,,[8.0]
TS,monthly,358,14,,,[14.0]
FLUT,monthly,386,10,,,[10.0]
TS,monthly,359,14,,,[14.0]
TAUX,monthly,478,8,,,[8.0]
Z500,monthly,423,16,,,[16.0]
TS,monthly,360,14,,,[14.0]
LHFLX,monthly,426,8,,,[8.0]
FLUT,monthly,387,10,,,[10.0]
PRECT,monthly,436,8,,,[8.0]
TAUX,monthly,479,8,,,[8.0]
Z500,monthly,424,16,,,[16.0]
TAUX,monthly,480,8,,,[8.0]
LHFLX,monthly,427,8,,,[8.0]
PRECT,monthly,437,8,,,[8.0]
TS,monthly,361,14,,,[14.0]
FLUT,monthly,388,10,,,[10.0]
Z500,monthly,425,16,,,[16.0]
TS,monthly,362,14,,,[14.0]
LHFLX,monthly,428,8,,,[8.0]
TAUX,monthly,481,8,,,[8.0]
PRECT,monthly,438,8,,,[8.0]
LHFLX,monthly,429,8,,,[8.0]
Z500,monthly,426,16,,,[16.0]
TS,monthly,363,14,,,[14.0]
PRECT,monthly,439,8,,,[8.0]
FLUT,monthly,389,10,,,[10.0]
TAUX,monthly,482,8,,,[8.0]
LHFLX,monthly,430,8,,,[8.0]
TAUX,monthly,483,8,,,[8.0]
Z500,monthly,427,16,,,[16.0]
PRECT,monthly,440,8,,,[8.0]
LHFLX,monthly,431,8,,,[8.0]
FLUT,monthly,390,10,,,[10.0]
TS,monthly,364,14,,,[14.0]
LHFLX,monthly,432,8,,,[8.0]
Z500,monthly,428,16,,,[16.0]
PRECT,monthly,441,8,,,[8.0]
TS,monthly,365,14,,,[14.0]
TAUX,monthly,484,8,,,[8.0]
FLUT,monthly,391,10,,,[10.0]
Z500,monthly,429,16,,,[16.0]
LHFLX,monthly,433,8,,,[8.0]
TAUX,monthly,485,8,,,[8.0]
PRECT,monthly,442,8,,,[8.0]
TS,monthly,366,14,,,[14.0]
FLUT,monthly,392,10,,,[10.0]
Z500,monthly,430,16,,,[16.0]
LHFLX,monthly,434,8,,,[8.0]
FLUT,monthly,393,10,,,[10.0]
PRECT,monthly,443,10,,,[10.0]
TAUX,monthly,486,8,,,[8.0]
TS,monthly,367,14,,,[14.0]
FLUT,monthly,394,10,,,[10.0]
FLUT,monthly,395,10,,,[10.0]
TAUX,monthly,487,8,,,[8.0]
Z500,monthly,431,16,,,[16.0]
PRECT,monthly,444,8,,,[8.0]
TS,monthly,368,14,,,[14.0]
LHFLX,monthly,435,8,,,[8.0]
FLUT,monthly,396,10,,,[10.0]
Z500,monthly,432,16,,,[16.0]
TS,monthly,369,14,,,[14.0]
PRECT,monthly,445,8,,,[8.0]
LHFLX,monthly,436,8,,,[8.0]
TAUX,monthly,488,8,,,[8.0]
PRECT,monthly,446,8,,,[8.0]
FLUT,monthly,397,10,,,[10.0]
Z500,monthly,433,16,,,[16.0]
TS,monthly,370,14,,,[14.0]
LHFLX,monthly,437,8,,,[8.0]
TAUX,monthly,489,8,,,[8.0]
TS,monthly,371,14,,,[14.0]
Z500,monthly,434,16,,,[16.0]
PRECT,monthly,447,8,,,[8.0]
FLUT,monthly,398,10,,,[10.0]
TAUX,monthly,490,8,,,[8.0]
PRECT,monthly,448,8,,,[8.0]
FLUT,monthly,399,10,,,[10.0]
Z500,monthly,435,16,,,[16.0]
TAUX,monthly,491,8,,,[8.0]
LHFLX,monthly,438,8,,,[8.0]
TS,monthly,372,14,,,[14.0]
LHFLX,monthly,439,8,,,[8.0]
PRECT,monthly,449,8,,,[8.0]
FLUT,monthly,400,10,,,[10.0]
TS,monthly,373,14,,,[14.0]
TAUX,monthly,492,8,,,[8.0]
Z500,monthly,436,16,,,[16.0]
PRECT,monthly,450,10,,,[10.0]
TS,monthly,374,14,,,[14.0]
TAUX,monthly,493,8,,,[8.0]
PRECT,monthly,451,8,,,[8.0]
LHFLX,monthly,440,8,,,[8.0]
FLUT,monthly,401,10,,,[10.0]
TAUX,monthly,494,8,,,[8.0]
Z500,monthly,437,16,,,[16.0]
TS,monthly,375,14,,,[14.0]
LHFLX,monthly,441,8,,,[8.0]
PRECT,monthly,452,8,,,[8.0]
TS,monthly,376,14,,,[14.0]
FLUT,monthly,402,10,,,[10.0]
Z500,monthly,438,16,,,[16.0]
TAUX,monthly,495,8,,,[8.0]
TS,monthly,377,14,,,[14.0]
LHFLX,monthly,442,8,,,[8.0]
FLUT,monthly,403,10,,,[10.0]
PRECT,monthly,453,8,,,[8.0]
TAUX,monthly,496,8,,,[8.0]
LHFLX,monthly,443,8,,,[8.0]
Z500,monthly,439,16,,,[16.0]
TS,monthly,378,14,,,[14.0]
PRECT,monthly,454,8,,,[8.0]
TAUX,monthly,497,8,,,[8.0]
FLUT,monthly,404,10,,,[10.0]
LHFLX,monthly,444,8,,,[8.0]
Z500,monthly,440,16,,,[16.0]
PRECT,monthly,455,8,,,[8.0]
TS,monthly,379,14,,,[14.0]
LHFLX,monthly,445,8,,,[8.0]
PRECT,monthly,456,8,,,[8.0]
Z500,monthly,441,16,,,[16.0]
TAUX,monthly,498,8,,,[8.0]
FLUT,monthly,405,10,,,[10.0]
TS,monthly,380,14,,,[14.0]
FLUT,monthly,406,10,,,[10.0]
LHFLX,monthly,446,8,,,[8.0]
TS,monthly,381,14,,,[14.0]
PRECT,monthly,457,8,,,[8.0]
TAUX,monthly,499,8,,,[8.0]
FLUT,monthly,407,10,,,[10.0]
LHFLX,monthly,447,8,,,[8.0]
Z500,monthly,442,16,,,[16.0]
PRECT,monthly,458,8,,,[8.0]
TAUX,monthly,500,8,,,[8.0]
TAUX,monthly,501,8,,,[8.0]
FLUT,monthly,408,10,,,[10.0]
TS,monthly,382,14,,,[14.0]
PRECT,monthly,459,8,,,[8.0]
LHFLX,monthly,448,8,,,[8.0]
Z500,monthly,443,16,,,[16.0]
TAUX,monthly,502,8,,,[8.0]
Z500,monthly,444,16,,,[16.0]
TS,monthly,383,14,,,[14.0]
TAUX,monthly,503,8,,,[8.0]
FLUT,monthly,409,10,,,[10.0]
PRECT,monthly,460,8,,,[8.0]
LHFLX,monthly,449,8,,,[8.0]
Z500,monthly,445,16,,,[16.0]
Z500,monthly,446,16,,,[16.0]
FLUT,monthly,410,10,,,[10.0]
Z500,monthly,447,16,,,[16.0]
TS,monthly,384,14,,,[14.0]
PRECT,monthly,461,8,,,[8.0]
LHFLX,monthly,450,8,,,[8.0]
TAUX,monthly,504,8,,,[8.0]
LHFLX,monthly,451,8,,,[8.0]
TAUX,monthly,505,8,,,[8.0]
PRECT,monthly,462,8,,,[8.0]
TS,monthly,385,14,,,[14.0]
FLUT,monthly,411,10,,,[10.0]
LHFLX,monthly,452,8,,,[8.0]
PRECT,monthly,463,8,,,[8.0]
Z500,monthly,448,16,,,[16.0]
TAUX,monthly,506,8,,,[8.0]
Z500,monthly,449,16,,,[16.0]
FLUT,monthly,412,10,,,[10.0]
PRECT,monthly,464,8,,,[8.0]
TAUX,monthly,507,8,,,[8.0]
TS,monthly,386,14,,,[14.0]
LHFLX,monthly,453,8,,,[8.0]
Z500,monthly,450,16,,,[16.0]
TS,monthly,387,14,,,[14.0]
PRECT,monthly,465,8,,,[8.0]
FLUT,monthly,413,10,,,[10.0]
LHFLX,monthly,454,8,,,[8.0]
Z500,monthly,451,16,,,[16.0]
TAUX,monthly,508,8,,,[8.0]
TS,monthly,388,14,,,[14.0]
LHFLX,monthly,455,8,,,[8.0]
PRECT,monthly,466,10,,,[10.0]
FLUT,monthly,414,10,,,[10.0]
TAUX,monthly,509,8,,,[8.0]
TS,monthly,389,14,,,[14.0]
FLUT,monthly,415,10,,,[10.0]
Z500,monthly,452,16,,,[16.0]
