index,set,time,mean,variance,ns_con_var,w_e_first_differences,prob_positive,num_zero,range,quantile,levels,algs,ratios,variable
2688,orig_FSNTC,88,277.847165649076,15820.412047701278,130.8606481642553,0.0,0.9162688078703703,4630.0,417.6150512695313,245.5959625244141,16,zfp,2.47,BURDENDUST
2689,orig_FSNTC,89,277.16812527950435,18798.237790592717,103.79202175465,0.0,0.875,6912.0,435.4575805664063,256.4485626220703,16,zfp,2.47,BURDENDUST
2690,orig_FSNTC,90,279.6728687326489,17185.237009566532,64.5503656454492,0.0,0.8958333333333334,5760.0,424.3884582519531,288.4105987548828,16,zfp,2.47,BURDENDUST
2691,orig_FSNTC,91,283.03401289074094,12196.653967566395,48.81742119305648,0.0,0.9479166666666666,2880.0,401.9546203613281,272.0533752441406,16,zfp,2.47,BURDENDUST
2692,orig_FSNTC,92,286.3671629935057,9770.20060098834,48.06643788614608,0.0,1.0,0.0,389.3836514949799,255.9925308227539,16,zfp,2.47,BURDENDUST
2693,orig_FSNTC,93,288.3919387900853,12640.644699442466,67.83019984051133,0.0,0.979293258101852,1145.0,403.2217712402344,261.3554077148437,16,zfp,2.47,BURDENDUST
2694,orig_FSNTC,94,289.59714538553953,18774.284268715484,103.36993112132004,0.0,0.9167209201388888,4605.0,434.8838806152344,225.5966644287109,16,zfp,2.47,BURDENDUST
2695,orig_FSNTC,95,292.0480433624159,23255.22219690187,113.7297047825306,0.0,0.8751265914351852,6905.0,462.5282287597656,238.06353759765625,16,zfp,2.47,BURDENDUST
2696,orig_FSNTC,96,294.8990863150177,21496.698731155542,120.73777993639057,0.0,0.9010416666666666,5472.0,451.8088684082031,254.6727294921875,16,zfp,2.47,BURDENDUST
2697,orig_FSNTC,97,294.6355974604549,15376.370534099278,104.08840969762063,0.0,0.953125,2592.0,420.0718688964844,278.70538330078125,16,zfp,2.47,BURDENDUST
2698,orig_FSNTC,98,289.8864568611658,11127.782376058603,96.2648070253401,0.0,1.0,0.0,393.13455724716187,257.3321990966797,16,zfp,2.47,BURDENDUST
2699,orig_FSNTC,99,282.72039416917534,11815.87227679362,102.53333274452407,0.0,0.9739583333333334,1440.0,398.9146423339844,253.17118072509768,16,zfp,2.47,BURDENDUST
2700,orig_FSNTOA,0,244.95047004445647,14851.706894875932,132.27550867639093,0.0,0.9010416666666666,5472.0,436.5575866699219,217.4954833984375,16,zfp,2.47,BURDENDUST
2701,orig_FSNTOA,1,245.66732984028417,11385.992490655011,126.4324487074293,0.0,0.953125,2592.0,404.4512634277344,221.3260803222656,16,zfp,2.47,BURDENDUST
2702,orig_FSNTOA,2,244.175233014597,8931.940233762482,112.03258265671556,0.0,1.0,0.0,376.9795875549317,198.4459228515625,18,zfp,2.04,BURDENDUST
2703,orig_FSNTOA,3,238.30370997677,9601.255085868845,115.88042629220163,0.0,0.9739583333333334,1440.0,397.1471252441406,207.9419479370117,16,zfp,2.47,BURDENDUST
2704,orig_FSNTOA,4,234.28954214720383,11997.205770376431,139.25977509802956,0.0,0.9162688078703703,4630.0,408.27294921875,211.6431350708008,16,zfp,2.47,BURDENDUST
2705,orig_FSNTOA,5,231.4318480760649,13688.318620808912,127.49584199285415,0.0,0.875,6912.0,433.5645446777344,220.96063232421875,16,zfp,2.47,BURDENDUST
2706,orig_FSNTOA,6,231.75335505975735,12654.658340058642,108.96169171256838,0.0,0.8958333333333334,5760.0,421.4944458007813,235.1057357788086,16,zfp,2.47,BURDENDUST
2707,orig_FSNTOA,7,233.8477107072877,9461.353158728609,102.94777999171548,0.0,0.9479166666666666,2880.0,394.3697814941406,212.82827758789065,16,zfp,2.47,BURDENDUST
2708,orig_FSNTOA,8,238.33770662767012,7958.380013867874,95.51517269638563,0.0,1.0,0.0,370.57020258903503,200.35359954833984,16,zfp,2.47,BURDENDUST
2709,orig_FSNTOA,9,240.9687496923031,9617.114443972778,98.97972908111244,0.0,0.979293258101852,1145.0,401.6875915527344,207.46939086914065,16,zfp,2.47,BURDENDUST
2710,orig_FSNTOA,10,242.0207633140568,13360.331562067697,115.89151525757296,0.0,0.9167209201388888,4605.0,427.5582275390625,199.5069961547852,16,zfp,2.47,BURDENDUST
2711,orig_FSNTOA,11,242.9384804704056,15857.572678879353,134.91992498380324,0.0,0.8751265914351852,6905.0,443.455322265625,209.65023803710935,16,zfp,2.47,BURDENDUST
2712,orig_FSNTOA,12,246.19329706722863,14930.660165814725,137.7869259055137,0.0,0.9010416666666666,5472.0,434.3682861328125,220.20440673828125,16,zfp,2.47,BURDENDUST
2713,orig_FSNTOA,13,245.85824943273835,11197.290207849586,126.60312652268968,0.0,0.953125,2592.0,405.0077209472656,223.98355102539065,16,zfp,2.47,BURDENDUST
2714,orig_FSNTOA,14,243.23344875089924,8982.913924593346,114.14894039781242,0.0,1.0,0.0,379.0367269515991,195.2041931152344,16,zfp,2.47,BURDENDUST
2715,orig_FSNTOA,15,238.6002847766844,9465.422334192926,123.36266167144248,0.0,0.9739583333333334,1440.0,395.8392028808594,211.77045440673828,16,zfp,2.47,BURDENDUST
2716,orig_FSNTOA,16,233.51467408263852,11958.268521567436,143.37803320413417,0.0,0.9162688078703703,4630.0,415.3092346191406,210.7775039672852,16,zfp,2.47,BURDENDUST
2717,orig_FSNTOA,17,231.14658653965407,13734.417735726516,131.50355469785947,0.0,0.875,6912.0,434.0462341308594,219.0625991821289,16,zfp,2.47,BURDENDUST
2718,orig_FSNTOA,18,231.504898999184,12523.074859752676,118.74573947661912,0.0,0.8958333333333334,5760.0,424.6937561035156,235.16048431396484,18,zfp,2.04,BURDENDUST
2719,orig_FSNTOA,19,233.50527747258857,9493.14497438234,108.15179676923202,0.0,0.9479166666666666,2880.0,392.0246276855469,214.55388641357425,16,zfp,2.47,BURDENDUST
2720,orig_FSNTOA,20,238.0028425699653,7987.590985557807,97.73966471597092,0.0,1.0,0.0,378.310742855072,201.3401031494141,16,zfp,2.47,BURDENDUST
2721,orig_FSNTOA,21,240.88006798904152,9635.976297019652,100.42858664758438,0.0,0.979293258101852,1145.0,399.4807739257813,207.01062774658203,16,zfp,2.47,BURDENDUST
2722,orig_FSNTOA,22,242.7151934112267,13331.649253896554,114.6951695089454,0.0,0.9167209201388888,4605.0,426.9259033203125,200.242919921875,16,zfp,2.47,BURDENDUST
