variable,level,size
so4_a1_SRF,br_1,6934225
so4_a1_SRF,br_2,8712445
so4_a1_SRF,br_3,10516016
so4_a1_SRF,br_4,12667282
so4_a1_SRF,br_5,15663222
so4_a1_SRF,br_6,18349705
so4_a1_SRF,br_7,21907515
PBLH,orig,60816406
PBLH,br_1,6193463
PBLH,br_2,8048208
PBLH,br_3,10037175
PBLH,br_4,12120258
PBLH,br_5,15113831
PBLH,br_6,17731546
PBLH,br_7,21499301
CLDHGH,orig,60129196
CLDHGH,br_1,6341811
CLDHGH,br_2,8029559
CLDHGH,br_3,9790540
CLDHGH,br_4,11720744
CLDHGH,br_5,14547873
CLDHGH,br_6,17603290
CLDHGH,br_7,21012152
BURDENSEASALT,orig,59628380
BURDENSEASALT,br_1,6349627
BURDENSEASALT,br_2,7979404
BURDENSEASALT,br_3,9684498
BURDENSEASALT,br_4,11602131
BURDENSEASALT,br_5,14109264
BURDENSEASALT,br_6,17236024
BURDENSEASALT,br_7,20550604
SFCO2,orig,59416362
SFCO2,br_1,11478870
SFCO2,br_2,13278445
SFCO2,br_3,15284161
SFCO2,br_4,17495848
SFCO2,br_5,19068019
SFCO2,br_6,21770536
SFCO2,br_7,23848153
FLNS,orig,59331291
FLNS,br_1,4962391
FLNS,br_2,6689214
FLNS,br_3,8589515
FLNS,br_4,10753446
FLNS,br_5,13500913
FLNS,br_6,16626907
FLNS,br_7,19924745
BURDENDUST,orig,58800523
BURDENDUST,br_1,6171572
BURDENDUST,br_2,7636406
BURDENDUST,br_3,9229711
BURDENDUST,br_4,11197851
BURDENDUST,br_5,13518665
BURDENDUST,br_6,16550576
BURDENDUST,br_7,19649218
U10,orig,58774440
U10,br_1,5600806
U10,br_2,7196800
U10,br_3,8961065
U10,br_4,10983270
U10,br_5,13422590
U10,br_6,16383285
U10,br_7,19478588
SWCF,orig,58623507
SWCF,br_1,7623264
SWCF,br_2,9353835
SWCF,br_3,11337687
SWCF,br_4,13764693
SWCF,br_5,16457452
SWCF,br_6,18885171
SWCF,br_7,21454086
CLDTOT,orig,58428627
CLDTOT,br_1,4752516
CLDTOT,br_2,6356111
CLDTOT,br_3,8209329
CLDTOT,br_4,10415859
CLDTOT,br_5,12925056
CLDTOT,br_6,16077226
CLDTOT,br_7,19099417
WSPDSRFMX,orig,58352964
WSPDSRFMX,br_1,5217268
WSPDSRFMX,br_2,6737155
WSPDSRFMX,br_3,8431515
WSPDSRFMX,br_4,10547832
WSPDSRFMX,br_5,12779438
WSPDSRFMX,br_6,15743621
WSPDSRFMX,br_7,18843262
CLDLOW,orig,58116960
CLDLOW,br_1,6834642
CLDLOW,br_2,8560911
CLDLOW,br_3,10451625
CLDLOW,br_4,12566915
CLDLOW,br_5,15242454
CLDLOW,br_6,17648162
CLDLOW,br_7,20881824
BURDENPOM,orig,57567828
BURDENPOM,br_1,5289504
BURDENPOM,br_2,6612369
BURDENPOM,br_3,8072748
BURDENPOM,br_4,10033123
BURDENPOM,br_5,12130774
BURDENPOM,br_6,15128630
BURDENPOM,br_7,18020682
BURDENBC,orig,57431678
BURDENBC,br_1,5179745
BURDENBC,br_2,6487868
BURDENBC,br_3,7928223
BURDENBC,br_4,9884351
BURDENBC,br_5,11942802
BURDENBC,br_6,14951712
BURDENBC,br_7,17796805
AODDUST3,orig,57273925
AODDUST3,br_1,6785250
AODDUST3,br_2,8373963
AODDUST3,br_3,10041648
AODDUST3,br_4,11866762
AODDUST3,br_5,14544951
AODDUST3,br_6,17226304
AODDUST3,br_7,20520132
BURDENSO4,orig,56839489
BURDENSO4,br_1,4181983
BURDENSO4,br_2,5510914
BURDENSO4,br_3,6979307
BURDENSO4,br_4,8889572
BURDENSO4,br_5,11016386
BURDENSO4,br_6,13969919
BURDENSO4,br_7,17371424
BURDENSOA,orig,56695947
BURDENSOA,br_1,4689854
BURDENSOA,br_2,5933155
BURDENSOA,br_3,7314847
BURDENSOA,br_4,9195649
BURDENSOA,br_5,11232807
BURDENSOA,br_6,14184036
BURDENSOA,br_7,17237866
AODVIS,orig,56616390
AODVIS,br_1,5848322
AODVIS,br_2,7486515
AODVIS,br_3,9175138
AODVIS,br_4,11179441
AODVIS,br_5,13672297
AODVIS,br_6,16699287
AODVIS,br_7,19785686
TMQ,orig,56187642
TMQ,br_1,3876006
TMQ,br_2,5215199
TMQ,br_3,6707553
TMQ,br_4,8601885
TMQ,br_5,10752497
TMQ,br_6,13461688
TMQ,br_7,17016972
FSNS,orig,55513171
FSNS,br_1,4294759
FSNS,br_2,5920115
FSNS,br_3,7731997
FSNS,br_4,9825067
FSNS,br_5,12305577
FSNS,br_6,15350035
FSNS,br_7,18444563
AODABS,orig,55325381
AODABS,br_1,5492137
AODABS,br_2,6866401
AODABS,br_3,8390172
AODABS,br_4,10381701
AODABS,br_5,12528338
AODABS,br_6,15477185
AODABS,br_7,18333799
AODDUST1,orig,55002584
AODDUST1,br_1,5304049
AODDUST1,br_2,6663602
AODDUST1,br_3,8183901
AODDUST1,br_4,10160551
AODDUST1,br_5,12275175
AODDUST1,br_6,15179323
AODDUST1,br_7,17968313
FLNSC,orig,54640696
FLNSC,br_1,3063576
FLNSC,br_2,4146087
FLNSC,br_3,5534800
FLNSC,br_4,7380182
FLNSC,br_5,9568571
FLNSC,br_6,12056915
FLNSC,br_7,15104292
FSDS,orig,53869038
FSDS,br_1,3312955
FSDS,br_2,4742453
FSDS,br_3,6329140
FSDS,br_4,8238687
FSDS,br_5,10569835
FSDS,br_6,13544812
FSDS,br_7,16727065
SRFRAD,orig,53516171
SRFRAD,br_1,2412769
SRFRAD,br_2,3126175
SRFRAD,br_3,4422422
SRFRAD,br_4,6080390
SRFRAD,br_5,8220862
SRFRAD,br_6,10763272
SRFRAD,br_7,14079353
FSNT,orig,52956175
FSNT,br_1,2906814
FSNT,br_2,4053635
FSNT,br_3,5544718
FSNT,br_4,7449503
FSNT,br_5,9680212
FSNT,br_6,12519634
FSNT,br_7,15953372
FSNTOA,orig,52877381
FSNTOA,br_1,2877556
FSNTOA,br_2,4005945
FSNTOA,br_3,5484621
FSNTOA,br_4,7384392
FSNTOA,br_5,9614347
FSNTOA,br_6,12438460
FSNTOA,br_7,15886982
FLDS,orig,51959603
FLDS,br_1,1744996
FLDS,br_2,2647917
FLDS,br_3,3626742
FLDS,br_4,5051410
FLDS,br_5,6963205
FLDS,br_6,9358885
FLDS,br_7,12363968
FLNT,orig,51360750
FLNT,br_1,1671159
FLNT,br_2,2475506
FLNT,br_3,3525435
FLNT,br_4,4927681
FLNT,br_5,6682800
FLNT,br_6,8844469
FLNT,br_7,11552159
FLUT,orig,51331953
FLUT,br_1,1652169
FLUT,br_2,2477983
FLUT,br_3,3508919
FLUT,br_4,4909850
FLUT,br_5,6659945
FLUT,br_6,8822006
FLUT,br_7,11523640
PRECC,orig,50060642
PRECC,br_1,9270699
PRECC,br_2,10595422
PRECC,br_3,12383455
PRECC,br_4,14342486
PRECC,br_5,16244079
PRECC,br_6,17893668
PRECC,br_7,19930663
FSNSC,orig,49555012
FSNSC,br_1,2696485
FSNSC,br_2,3586654
FSNSC,br_3,4693731
FSNSC,br_4,6069681
FSNSC,br_5,7803181
FSNSC,br_6,9972776
FSNSC,br_7,12524967
TROP_P,orig,48863890
TROP_P,br_1,1440015
TROP_P,br_2,1717486
TROP_P,br_3,2495107
TROP_P,br_4,3583014
TROP_P,br_5,5047537
TROP_P,br_6,6903079
TROP_P,br_7,9315660
FLNTC,orig,48821315
FLNTC,br_1,1173146
FLNTC,br_2,1830026
FLNTC,br_3,2485532
FLNTC,br_4,3437597
FLNTC,br_5,4861247
FLNTC,br_6,6697874
FLNTC,br_7,9039877
FLUTC,orig,48798157
FLUTC,br_1,1166874
FLUTC,br_2,1856678
FLUTC,br_3,2457696
FLUTC,br_4,3422490
FLUTC,br_5,4844792
FLUTC,br_6,6673691
FLUTC,br_7,9015207
FSNTC,orig,47848418
FSNTC,br_1,2029720
FSNTC,br_2,2678568
FSNTC,br_3,3609859
FSNTC,br_4,4846221
FSNTC,br_5,6337024
FSNTC,br_6,8292567
FSNTC,br_7,10763304
FSNTOAC,orig,47819750
FSNTOAC,br_1,1999782
FSNTOAC,br_2,2654108
FSNTOAC,br_3,3622691
FSNTOAC,br_4,4792023
FSNTOAC,br_5,6292180
FSNTOAC,br_6,8257786
FSNTOAC,br_7,10731065
SFCO2_OCN,orig,47507721
SFCO2_OCN,br_1,8964771
SFCO2_OCN,br_2,10195968
SFCO2_OCN,br_3,11683493
SFCO2_OCN,br_4,13151835
SFCO2_OCN,br_5,15109173
SFCO2_OCN,br_6,16846636
SFCO2_OCN,br_7,18835271
TREFHTMN,orig,47102604
TREFHTMN,br_1,932102
TREFHTMN,br_2,1635479
TREFHTMN,br_3,1729368
TREFHTMN,br_4,2818176
TREFHTMN,br_5,3720087
TREFHTMN,br_6,5311516
TREFHTMN,br_7,7173855
TSMN,orig,47063005
TSMN,br_1,963547
TSMN,br_2,1762769
TSMN,br_3,1856946
TSMN,br_4,2961744
TSMN,br_5,4017395
TSMN,br_6,5366937
TSMN,br_7,7194512
TSMX,orig,46059979
TSMX,br_1,1150802
TSMX,br_2,1182771
TSMX,br_3,2006715
TSMX,br_4,2468789
TSMX,br_5,3466544
TSMX,br_6,4764063
TSMX,br_7,6536106
TREFHTMX,orig,46041065
TREFHTMX,br_1,848262
TREFHTMX,br_2,1180141
TREFHTMX,br_3,1775980
TREFHTMX,br_4,2112529
TREFHTMX,br_5,3109607
TREFHTMX,br_6,4391559
TREFHTMX,br_7,6019403
TMCO2,orig,45984790
TMCO2,br_1,1962835
TMCO2,br_2,2276057
TMCO2,br_3,2825603
TMCO2,br_4,3574971
TMCO2,br_5,4532136
TMCO2,br_6,5777198
TMCO2,br_7,7358571
TS,orig,45853232
TS,br_1,848627
TS,br_2,1320669
TS,br_3,1506694
TS,br_4,2294776
TS,br_5,3226028
TS,br_6,4414259
TS,br_7,6035207
TMCO2_FFF,orig,45773823
TMCO2_FFF,br_1,1901097
TMCO2_FFF,br_2,2274392
TMCO2_FFF,br_3,2844300
TMCO2_FFF,br_4,3590045
TMCO2_FFF,br_5,4550202
TMCO2_FFF,br_6,5762998
TMCO2_FFF,br_7,7319427
TREFHT,orig,45363920
TREFHT,br_1,848116
TREFHT,br_2,1260499
TREFHT,br_3,1359251
TREFHT,br_4,2166964
TREFHT,br_5,2986382
TREFHT,br_6,4036235
TREFHT,br_7,5603989
PS,orig,45096706
PS,br_1,1100177
PS,br_2,1538420
PS,br_3,2106412
PS,br_4,3229614
PS,br_5,4100966
PS,br_6,5291250
PS,br_7,6792467
TMCO2_LND,orig,44810372
TMCO2_LND,br_1,1831069
TMCO2_LND,br_2,1599828
TMCO2_LND,br_3,2217774
TMCO2_LND,br_4,2926817
TMCO2_LND,br_5,3891628
TMCO2_LND,br_6,5064223
TMCO2_LND,br_7,6563170
TROP_T,orig,43704764
TROP_T,br_1,803339
TROP_T,br_2,1020872
TROP_T,br_3,1100028
TROP_T,br_4,1434660
TROP_T,br_5,2038853
TROP_T,br_6,2908854
TROP_T,br_7,4116054
SFCO2_FFF,orig,43110704
SFCO2_FFF,br_1,10958518
SFCO2_FFF,br_2,12124455
SFCO2_FFF,br_3,13603094
SFCO2_FFF,br_4,15097590
SFCO2_FFF,br_5,16202391
SFCO2_FFF,br_6,17217752
SFCO2_FFF,br_7,18388736
PSL,orig,40871100
PSL,br_1,800462
PSL,br_2,800462
PSL,br_3,984709
PSL,br_4,984576
PSL,br_5,1603115
PSL,br_6,2015101
PSL,br_7,2885717
PHIS,orig,40406196
PHIS,br_1,9351191
PHIS,br_2,10303391
PHIS,br_3,11558351
PHIS,br_4,12769031
PHIS,br_5,14140991
PHIS,br_6,15473351
PHIS,br_7,16733351
SOLIN,orig,37114004
SOLIN,br_1,900281
SOLIN,br_2,960050
SOLIN,br_3,1069423
SOLIN,br_4,1224974
SOLIN,br_5,1520453
SOLIN,br_6,1994103
SOLIN,br_7,2715497
SFCO2_LND,orig,21210939
SFCO2_LND,br_1,6503685
SFCO2_LND,br_2,7132098
SFCO2_LND,br_3,7793134
SFCO2_LND,br_4,8391989
SFCO2_LND,br_5,8700338
SFCO2_LND,br_6,9189925
SFCO2_LND,br_7,9740441
OCNFRAC,orig,18787108
OCNFRAC,br_1,4575329
OCNFRAC,br_2,5067239
OCNFRAC,br_3,5520967
OCNFRAC,br_4,6001323
OCNFRAC,br_5,6529827
OCNFRAC,br_6,7143646
OCNFRAC,br_7,7759358
SNOWHLND,orig,13783918
SNOWHLND,br_1,3408862
SNOWHLND,br_2,3698684
SNOWHLND,br_3,3993536
SNOWHLND,br_4,4259226
SNOWHLND,br_5,4539600
SNOWHLND,br_6,4815506
SNOWHLND,br_7,5074941
SNOWHICE,orig,12921269
SNOWHICE,br_1,2642996
SNOWHICE,br_2,2983765
SNOWHICE,br_3,3344696
SNOWHICE,br_4,3760346
SNOWHICE,br_5,4258339
SNOWHICE,br_6,4797426
SNOWHICE,br_7,5322006
PRECSC,orig,12741777
PRECSC,br_1,3968438
PRECSC,br_2,4337202
PRECSC,br_3,4726575
PRECSC,br_4,5064193
PRECSC,br_5,5421686
PRECSC,br_6,5773749
PRECSC,br_7,6095956
ICEFRAC,orig,12141418
ICEFRAC,br_1,2653946
ICEFRAC,br_2,2907226
ICEFRAC,br_3,3165391
ICEFRAC,br_4,3450188
ICEFRAC,br_5,3802409
ICEFRAC,br_6,4165581
ICEFRAC,br_7,4565923
LANDFRAC,orig,10126975
LANDFRAC,br_1,3981090
LANDFRAC,br_2,4271610
LANDFRAC,br_3,4429290
LANDFRAC,br_4,4586250
LANDFRAC,br_5,4766970
LANDFRAC,br_6,4940850
LANDFRAC,br_7,5113650
PRECSL,orig,67603264
PRECSL,zfp_p_8,11540361
PRECSL,zfp_p_10,16422711
PRECSL,zfp_p_12,21391824
PRECSL,zfp_p_14,26366610
PRECSL,zfp_p_16,31340949
PRECSL,zfp_p_18,36315085
PRECSL,zfp_p_20,41289237
PRECSL,zfp_p_22,46263370
PRECSL,zfp_p_24,51237497
PRECSL,zfp_p_26,56211620
TAUY,orig,64922679
TAUY,zfp_p_8,8926789
TAUY,zfp_p_10,13267017
TAUY,zfp_p_12,18070501
TAUY,zfp_p_14,23024881
TAUY,zfp_p_16,28003367
TAUY,zfp_p_18,32980464
TAUY,zfp_p_20,37957160
TAUY,zfp_p_22,42933774
TAUY,zfp_p_24,47910411
TAUY,zfp_p_26,52887057
soa_a2_SRF,orig,64350194
soa_a2_SRF,zfp_p_8,9483804
soa_a2_SRF,zfp_p_10,14302689
soa_a2_SRF,zfp_p_12,19256259
soa_a2_SRF,zfp_p_14,24231997
soa_a2_SRF,zfp_p_16,29208709
soa_a2_SRF,zfp_p_18,34185387
soa_a2_SRF,zfp_p_20,39162033
soa_a2_SRF,zfp_p_22,44138657
soa_a2_SRF,zfp_p_24,49115289
soa_a2_SRF,zfp_p_26,54091923
TAUX,orig,64056541
TAUX,zfp_p_8,8543825
TAUX,zfp_p_10,12601308
TAUX,zfp_p_12,17239575
TAUX,zfp_p_14,22155397
TAUX,zfp_p_16,27132973
TAUX,zfp_p_18,32110391
TAUX,zfp_p_20,37087030
TAUX,zfp_p_22,42063679
TAUX,zfp_p_24,47040315
TAUX,zfp_p_26,52016965
CDNUMC,orig,63949912
CDNUMC,zfp_p_8,10006792
CDNUMC,zfp_p_10,14967067
CDNUMC,zfp_p_12,19939438
CDNUMC,zfp_p_14,24914752
CDNUMC,zfp_p_16,29890893
CDNUMC,zfp_p_18,34867432
CDNUMC,zfp_p_20,39843962
CDNUMC,zfp_p_22,44820584
CDNUMC,zfp_p_24,49797213
CDNUMC,zfp_p_26,54773846
TGCLDLWP,orig,63881208
TGCLDLWP,zfp_p_8,9597201
TGCLDLWP,zfp_p_10,14561932
TGCLDLWP,zfp_p_12,19534121
TGCLDLWP,zfp_p_14,24509871
TGCLDLWP,zfp_p_16,29485810
TGCLDLWP,zfp_p_18,34461874
TGCLDLWP,zfp_p_20,39437951
TGCLDLWP,zfp_p_22,44414074
TGCLDLWP,zfp_p_24,49390241
TGCLDLWP,zfp_p_26,54366435
PRECL,orig,63613499
PRECL,zfp_p_8,9784226
PRECL,zfp_p_10,14636662
PRECL,zfp_p_12,19605932
PRECL,zfp_p_14,24582419
PRECL,zfp_p_16,29559157
PRECL,zfp_p_18,34535758
PRECL,zfp_p_20,39512437
PRECL,zfp_p_22,44489074
PRECL,zfp_p_24,49465711
PRECL,zfp_p_26,54442346
soa_a1_SRF,orig,63559853
soa_a1_SRF,zfp_p_8,8648629
soa_a1_SRF,zfp_p_10,13402314
soa_a1_SRF,zfp_p_12,18342224
soa_a1_SRF,zfp_p_14,23314075
soa_a1_SRF,zfp_p_16,28290606
soa_a1_SRF,zfp_p_18,33267257
soa_a1_SRF,zfp_p_20,38243838
soa_a1_SRF,zfp_p_22,43220495
soa_a1_SRF,zfp_p_24,48197143
soa_a1_SRF,zfp_p_26,53173777
SHFLX,orig,63424759
SHFLX,zfp_p_8,8850824
SHFLX,zfp_p_10,13252634
SHFLX,zfp_p_12,18172661
SHFLX,zfp_p_14,23151228
SHFLX,zfp_p_16,28127889
SHFLX,zfp_p_18,33104509
SHFLX,zfp_p_20,38081145
SHFLX,zfp_p_22,43057783
SHFLX,zfp_p_24,48034416
SHFLX,zfp_p_26,53011054
dst_a3_SRF,orig,63048593
dst_a3_SRF,zfp_p_8,8257860
dst_a3_SRF,zfp_p_10,12909936
dst_a3_SRF,zfp_p_12,17845106
dst_a3_SRF,zfp_p_14,22815542
dst_a3_SRF,zfp_p_16,27792055
dst_a3_SRF,zfp_p_18,32768712
dst_a3_SRF,zfp_p_20,37745326
dst_a3_SRF,zfp_p_22,42721944
dst_a3_SRF,zfp_p_24,47698575
dst_a3_SRF,zfp_p_26,52675223
pom_a1_SRF,orig,63013634
pom_a1_SRF,zfp_p_8,8113379
pom_a1_SRF,zfp_p_10,12747055
pom_a1_SRF,zfp_p_12,17689825
pom_a1_SRF,zfp_p_14,22661696
pom_a1_SRF,zfp_p_16,27637947
pom_a1_SRF,zfp_p_18,32614495
pom_a1_SRF,zfp_p_20,37591072
pom_a1_SRF,zfp_p_22,42567711
pom_a1_SRF,zfp_p_24,47544340
pom_a1_SRF,zfp_p_26,52520979
bc_a1_SRF,orig,63016675
bc_a1_SRF,zfp_p_8,8111710
bc_a1_SRF,zfp_p_10,12735645
bc_a1_SRF,zfp_p_12,17678394
bc_a1_SRF,zfp_p_14,22650148
bc_a1_SRF,zfp_p_16,27626765
bc_a1_SRF,zfp_p_18,32603358
bc_a1_SRF,zfp_p_20,37579970
bc_a1_SRF,zfp_p_22,42556581
bc_a1_SRF,zfp_p_24,47533222
bc_a1_SRF,zfp_p_26,52509855
TGCLDIWP,orig,62922927
TGCLDIWP,zfp_p_8,8663639
TGCLDIWP,zfp_p_10,13536941
TGCLDIWP,zfp_p_12,18500704
TGCLDIWP,zfp_p_14,23476738
TGCLDIWP,zfp_p_16,28453062
TGCLDIWP,zfp_p_18,33429211
TGCLDIWP,zfp_p_20,38405336
TGCLDIWP,zfp_p_22,43381509
TGCLDIWP,zfp_p_24,48357667
TGCLDIWP,zfp_p_26,53333826
dst_a1_SRF,orig,62929369
dst_a1_SRF,zfp_p_8,8169720
dst_a1_SRF,zfp_p_10,12831166
dst_a1_SRF,zfp_p_12,17774635
dst_a1_SRF,zfp_p_14,22746690
dst_a1_SRF,zfp_p_16,27723081
dst_a1_SRF,zfp_p_18,32699634
dst_a1_SRF,zfp_p_20,37676307
dst_a1_SRF,zfp_p_22,42652933
dst_a1_SRF,zfp_p_24,47629573
dst_a1_SRF,zfp_p_26,52606209
LHFLX,orig,62441290
LHFLX,zfp_p_8,8302581
LHFLX,zfp_p_10,12325570
LHFLX,zfp_p_12,17026854
LHFLX,zfp_p_14,21994068
LHFLX,zfp_p_16,26973418
LHFLX,zfp_p_18,31950109
LHFLX,zfp_p_20,36926770
LHFLX,zfp_p_22,41903402
LHFLX,zfp_p_24,46880033
LHFLX,zfp_p_26,51856661
QFLX,orig,62253056
QFLX,zfp_p_8,8317597
QFLX,zfp_p_10,12349616
QFLX,zfp_p_12,17056816
QFLX,zfp_p_14,22022508
QFLX,zfp_p_16,27001295
QFLX,zfp_p_18,31977966
QFLX,zfp_p_20,36954606
QFLX,zfp_p_22,41931280
QFLX,zfp_p_24,46907931
QFLX,zfp_p_26,51884570
LWCF,orig,62013078
LWCF,zfp_p_8,7706684
LWCF,zfp_p_10,12481918
LWCF,zfp_p_12,17463197
LWCF,zfp_p_14,22439052
LWCF,zfp_p_16,27415673
LWCF,zfp_p_18,32392332
LWCF,zfp_p_20,37368960
LWCF,zfp_p_22,42345544
LWCF,zfp_p_24,47322153
LWCF,zfp_p_26,52298783
so4_a2_SRF,orig,61738075
so4_a2_SRF,zfp_p_8,7531888
so4_a2_SRF,zfp_p_10,12004668
so4_a2_SRF,zfp_p_12,16964822
so4_a2_SRF,zfp_p_14,21940408
so4_a2_SRF,zfp_p_16,26917115
so4_a2_SRF,zfp_p_18,31893752
so4_a2_SRF,zfp_p_20,36870364
so4_a2_SRF,zfp_p_22,41846997
so4_a2_SRF,zfp_p_24,46823650
so4_a2_SRF,zfp_p_26,51800283
WGUSTD,orig,61721018
WGUSTD,zfp_p_8,10412617
WGUSTD,zfp_p_10,15383583
WGUSTD,zfp_p_12,20361526
WGUSTD,zfp_p_14,25339097
WGUSTD,zfp_p_16,30315901
WGUSTD,zfp_p_18,35292534
WGUSTD,zfp_p_20,40269088
WGUSTD,zfp_p_22,45245649
WGUSTD,zfp_p_24,50222193
WGUSTD,zfp_p_26,55198741
so4_a3_SRF,orig,61540905
so4_a3_SRF,zfp_p_8,7348270
so4_a3_SRF,zfp_p_10,11786514
so4_a3_SRF,zfp_p_12,16724462
so4_a3_SRF,zfp_p_14,21694759
so4_a3_SRF,zfp_p_16,26671082
so4_a3_SRF,zfp_p_18,31647778
so4_a3_SRF,zfp_p_20,36624429
so4_a3_SRF,zfp_p_22,41601060
so4_a3_SRF,zfp_p_24,46577711
so4_a3_SRF,zfp_p_26,51554349
CLDMED,orig,61495590
CLDMED,zfp_p_8,7941898
CLDMED,zfp_p_10,12618755
CLDMED,zfp_p_12,17546970
CLDMED,zfp_p_14,22512289
CLDMED,zfp_p_16,27482276
CLDMED,zfp_p_18,32452129
CLDMED,zfp_p_20,37421978
CLDMED,zfp_p_22,42391824
CLDMED,zfp_p_24,47361652
CLDMED,zfp_p_26,52331496
