variable,level,size
TSMX,sz3_ROn5e-05,25553897
TSMX,sz3_ROn1e-05,41257409
TSMX,sz3_ROn5e-06,50090162
TSMX,sz3_ROn1e-06,74993388
TREFHTMX,orig,46041065
TREFHTMX,sz3_ROn0.1,761620
TREFHTMX,sz3_ROn0.05,1115609
TREFHTMX,sz3_ROn0.01,3017595
TREFHTMX,sz3_ROn0.005,4427052
TREFHTMX,sz3_ROn0.001,9768308
TREFHTMX,sz3_ROn0.0005,12592279
TREFHTMX,sz3_ROn0.0001,20786899
TREFHTMX,sz3_ROn5e-05,25214529
TREFHTMX,sz3_ROn1e-05,39572201
TREFHTMX,sz3_ROn5e-06,47897804
TREFHTMX,sz3_ROn1e-06,74063767
TMCO2,orig,45984790
TMCO2,sz3_ROn0.1,958528
TMCO2,sz3_ROn0.05,1363812
TMCO2,sz3_ROn0.01,3041391
TMCO2,sz3_ROn0.005,4219955
TMCO2,sz3_ROn0.001,7958701
TMCO2,sz3_ROn0.0005,10099721
TMCO2,sz3_ROn0.0001,16165750
TMCO2,sz3_ROn5e-05,20910382
TMCO2,sz3_ROn1e-05,34547079
TMCO2,sz3_ROn5e-06,41728819
TMCO2,sz3_ROn1e-06,61246114
TS,orig,45853232
TS,sz3_ROn0.1,764309
TS,sz3_ROn0.05,1093193
TS,sz3_ROn0.01,2895751
TS,sz3_ROn0.005,4129987
TS,sz3_ROn0.001,8641938
TS,sz3_ROn0.0005,11287817
TS,sz3_ROn0.0001,19000682
TS,sz3_ROn5e-05,23343637
TS,sz3_ROn1e-05,37379558
TS,sz3_ROn5e-06,45505387
TS,sz3_ROn1e-06,70307828
TMCO2_FFF,orig,45773823
TMCO2_FFF,sz3_ROn0.1,954814
TMCO2_FFF,sz3_ROn0.05,1360171
TMCO2_FFF,sz3_ROn0.01,3044556
TMCO2_FFF,sz3_ROn0.005,4216876
TMCO2_FFF,sz3_ROn0.001,7953507
TMCO2_FFF,sz3_ROn0.0005,10070894
TMCO2_FFF,sz3_ROn0.0001,16145816
TMCO2_FFF,sz3_ROn5e-05,20777187
TMCO2_FFF,sz3_ROn1e-05,34565974
TMCO2_FFF,sz3_ROn5e-06,41721827
TMCO2_FFF,sz3_ROn1e-06,61260225
TREFHT,orig,45363920
TREFHT,sz3_ROn0.1,714186
TREFHT,sz3_ROn0.05,962969
TREFHT,sz3_ROn0.01,2521118
TREFHT,sz3_ROn0.005,3667949
TREFHT,sz3_ROn0.001,7772411
TREFHT,sz3_ROn0.0005,10257365
TREFHT,sz3_ROn0.0001,17520917
TREFHT,sz3_ROn5e-05,21611069
TREFHT,sz3_ROn1e-05,34649382
TREFHT,sz3_ROn5e-06,42174008
TREFHT,sz3_ROn1e-06,65567395
PS,orig,45096706
PS,sz3_ROn0.1,962196
PS,sz3_ROn0.05,1369683
PS,sz3_ROn0.01,3052872
PS,sz3_ROn0.005,4227018
PS,sz3_ROn0.001,7933062
PS,sz3_ROn0.0005,10018450
PS,sz3_ROn0.0001,16099782
PS,sz3_ROn5e-05,20628901
PS,sz3_ROn1e-05,34170037
PS,sz3_ROn5e-06,41314948
PS,sz3_ROn1e-06,60445618
TMCO2_LND,orig,44810372
TMCO2_LND,sz3_ROn0.1,957320
TMCO2_LND,sz3_ROn0.05,1370564
TMCO2_LND,sz3_ROn0.01,3041766
TMCO2_LND,sz3_ROn0.005,4212722
TMCO2_LND,sz3_ROn0.001,7954101
TMCO2_LND,sz3_ROn0.0005,10087239
TMCO2_LND,sz3_ROn0.0001,16230446
TMCO2_LND,sz3_ROn5e-05,20922335
TMCO2_LND,sz3_ROn1e-05,34609132
TMCO2_LND,sz3_ROn5e-06,41901506
TMCO2_LND,sz3_ROn1e-06,60863058
TROP_T,orig,43704764
TROP_T,sz3_ROn0.1,648126
TROP_T,sz3_ROn0.05,738897
TROP_T,sz3_ROn0.01,1478488
TROP_T,sz3_ROn0.005,2314344
TROP_T,sz3_ROn0.001,5925240
TROP_T,sz3_ROn0.0005,7881979
TROP_T,sz3_ROn0.0001,13962610
TROP_T,sz3_ROn5e-05,17088050
TROP_T,sz3_ROn1e-05,27212020
TROP_T,sz3_ROn5e-06,33940366
TROP_T,sz3_ROn1e-06,51603962
SFCO2_FFF,orig,43110704
SFCO2_FFF,sz3_ROn0.1,678835
SFCO2_FFF,sz3_ROn0.05,830353
SFCO2_FFF,sz3_ROn0.01,1467582
SFCO2_FFF,sz3_ROn0.005,1957094
SFCO2_FFF,sz3_ROn0.001,3731617
SFCO2_FFF,sz3_ROn0.0005,4787245
SFCO2_FFF,sz3_ROn0.0001,8598588
SFCO2_FFF,sz3_ROn5e-05,11010330
SFCO2_FFF,sz3_ROn1e-05,18798671
SFCO2_FFF,sz3_ROn5e-06,23056442
SFCO2_FFF,sz3_ROn1e-06,34321373
PSL,orig,40871100
PSL,sz3_ROn0.1,681296
PSL,sz3_ROn0.05,857409
PSL,sz3_ROn0.01,1982116
PSL,sz3_ROn0.005,2884999
PSL,sz3_ROn0.001,6358427
PSL,sz3_ROn0.0005,8673448
PSL,sz3_ROn0.0001,15173534
PSL,sz3_ROn5e-05,18936956
PSL,sz3_ROn1e-05,31635035
PSL,sz3_ROn5e-06,38666859
PSL,sz3_ROn1e-06,65785832
PHIS,orig,40406196
PHIS,sz3_ROn0.1,958318
PHIS,sz3_ROn0.05,1247394
PHIS,sz3_ROn0.01,2804034
PHIS,sz3_ROn0.005,3832914
PHIS,sz3_ROn0.001,6340674
PHIS,sz3_ROn0.0005,7999554
PHIS,sz3_ROn0.0001,13020114
PHIS,sz3_ROn5e-05,15902274
PHIS,sz3_ROn1e-05,29204634
PHIS,sz3_ROn5e-06,35303754
PHIS,sz3_ROn1e-06,52587714
SOLIN,orig,37114004
SOLIN,sz3_ROn0.1,542229
SOLIN,sz3_ROn0.05,552978
SOLIN,sz3_ROn0.01,662459
SOLIN,sz3_ROn0.005,784890
SOLIN,sz3_ROn0.001,1315816
SOLIN,sz3_ROn0.0005,1883755
SOLIN,sz3_ROn0.0001,3957869
SOLIN,sz3_ROn5e-05,5429602
SOLIN,sz3_ROn1e-05,8641149
SOLIN,sz3_ROn5e-06,10422538
SOLIN,sz3_ROn1e-06,17060422
SFCO2_LND,orig,21210939
SFCO2_LND,sz3_ROn0.1,992131
SFCO2_LND,sz3_ROn0.05,1403851
SFCO2_LND,sz3_ROn0.01,2909883
SFCO2_LND,sz3_ROn0.005,3736513
SFCO2_LND,sz3_ROn0.001,6192437
SFCO2_LND,sz3_ROn0.0005,7573032
SFCO2_LND,sz3_ROn0.0001,12384535
SFCO2_LND,sz3_ROn5e-05,15603449
SFCO2_LND,sz3_ROn1e-05,26578661
SFCO2_LND,sz3_ROn5e-06,31784752
SFCO2_LND,sz3_ROn1e-06,39548256
OCNFRAC,orig,18787108
OCNFRAC,sz3_ROn0.1,1755521
OCNFRAC,sz3_ROn0.05,2449540
OCNFRAC,sz3_ROn0.01,4163778
OCNFRAC,sz3_ROn0.005,4809236
OCNFRAC,sz3_ROn0.001,7828009
OCNFRAC,sz3_ROn0.0005,10090667
OCNFRAC,sz3_ROn0.0001,17595333
OCNFRAC,sz3_ROn5e-05,21183012
OCNFRAC,sz3_ROn1e-05,28006406
OCNFRAC,sz3_ROn5e-06,28802968
OCNFRAC,sz3_ROn1e-06,28943408
SNOWHLND,orig,13783918
SNOWHLND,sz3_ROn0.1,925532
SNOWHLND,sz3_ROn0.05,1097776
SNOWHLND,sz3_ROn0.01,1699160
SNOWHLND,sz3_ROn0.005,2154044
SNOWHLND,sz3_ROn0.001,3542645
SNOWHLND,sz3_ROn0.0005,4296278
SNOWHLND,sz3_ROn0.0001,6877280
SNOWHLND,sz3_ROn5e-05,8382500
SNOWHLND,sz3_ROn1e-05,12693098
SNOWHLND,sz3_ROn5e-06,14464959
SNOWHLND,sz3_ROn1e-06,18138669
SNOWHICE,orig,12921269
SNOWHICE,sz3_ROn0.1,856004
SNOWHICE,sz3_ROn0.05,1063854
SNOWHICE,sz3_ROn0.01,1704094
SNOWHICE,sz3_ROn0.005,2121956
SNOWHICE,sz3_ROn0.001,3659797
SNOWHICE,sz3_ROn0.0005,4576808
SNOWHICE,sz3_ROn0.0001,7523922
SNOWHICE,sz3_ROn5e-05,9339818
SNOWHICE,sz3_ROn1e-05,15276771
SNOWHICE,sz3_ROn5e-06,18208061
SNOWHICE,sz3_ROn1e-06,24025375
PRECSC,orig,12741777
PRECSC,sz3_ROn0.1,684518
PRECSC,sz3_ROn0.05,825701
PRECSC,sz3_ROn0.01,1374387
PRECSC,sz3_ROn0.005,1745113
PRECSC,sz3_ROn0.001,3064966
PRECSC,sz3_ROn0.0005,3831502
PRECSC,sz3_ROn0.0001,6364989
PRECSC,sz3_ROn5e-05,7822587
PRECSC,sz3_ROn1e-05,12531320
PRECSC,sz3_ROn5e-06,15060731
PRECSC,sz3_ROn1e-06,20689357
ICEFRAC,orig,12141418
ICEFRAC,sz3_ROn0.1,1089961
ICEFRAC,sz3_ROn0.05,1282976
ICEFRAC,sz3_ROn0.01,2114684
ICEFRAC,sz3_ROn0.005,2657897
ICEFRAC,sz3_ROn0.001,4703246
ICEFRAC,sz3_ROn0.0005,6051251
ICEFRAC,sz3_ROn0.0001,10172894
ICEFRAC,sz3_ROn5e-05,12367711
ICEFRAC,sz3_ROn1e-05,17311245
ICEFRAC,sz3_ROn5e-06,18602194
ICEFRAC,sz3_ROn1e-06,20989879
LANDFRAC,orig,10126975
LANDFRAC,sz3_ROn0.1,1821253
LANDFRAC,sz3_ROn0.05,2233093
LANDFRAC,sz3_ROn0.01,4182853
LANDFRAC,sz3_ROn0.005,4881613
LANDFRAC,sz3_ROn0.001,7323133
LANDFRAC,sz3_ROn0.0005,8847733
LANDFRAC,sz3_ROn0.0001,16201453
LANDFRAC,sz3_ROn5e-05,19172173
LANDFRAC,sz3_ROn1e-05,20416333
LANDFRAC,sz3_ROn5e-06,18153013
LANDFRAC,sz3_ROn1e-06,11577973
