variable,frequency,timestep,zfp_level,zfp_size,zfp_ratio,all_zfp_levs
CCN3,daily,29,20,148277422.0,1.8378165355478058,[20.0]
CLOUD,daily,29,100000,219526652.0,1.0,[100000.0]
CCN3,daily,30,20,148277422.0,1.8378165355478058,[20.0]
CLOUD,daily,30,100000,219526652.0,1.0,[100000.0]
CCN3,daily,31,20,148277422.0,1.8378165355478058,[20.0]
CLOUD,daily,31,24,181960442.0,1.206452620070026,[24.0]
CCN3,daily,32,20,148277422.0,1.8378165355478058,[20.0]
CLOUD,daily,32,100000,219526652.0,1.0,[100000.0]
CCN3,daily,33,18,121864875.0,2.236138165324504,[18.0]
CLOUD,daily,33,100000,219526652.0,1.0,[100000.0]
CCN3,daily,34,18,121864875.0,2.236138165324504,[18.0]
CLOUD,daily,34,100000,219526652.0,1.0,[100000.0]
CCN3,daily,35,20,148277422.0,1.8378165355478058,[20.0]
CCN3,daily,36,20,148277422.0,1.8378165355478058,[20.0]
CLOUD,daily,35,100000,219526652.0,1.0,[100000.0]
CLOUD,daily,36,100000,219526652.0,1.0,[100000.0]
CLOUD,daily,37,22,161104077.0,1.3626387121165158,[22.0]
CLOUD,daily,38,26,202816818.0,1.0823887987435046,[26.0]
CCN3,daily,37,20,148277422.0,1.8378165355478058,[20.0]
CLOUD,daily,39,26,202816818.0,1.0823887987435046,[26.0]
CCN3,daily,38,20,148277422.0,1.8378165355478058,[20.0]
CLOUD,daily,40,100000,219526652.0,1.0,[100000.0]
CCN3,daily,39,20,148277422.0,1.8378165355478058,[20.0]
CLOUD,daily,41,100000,219526652.0,1.0,[100000.0]
CCN3,daily,40,20,148277422.0,1.8378165355478058,[20.0]
CLOUD,daily,42,100000,219526652.0,1.0,[100000.0]
CCN3,daily,41,20,148277422.0,1.8378165355478058,[20.0]
CLOUD,daily,43,100000,219526652.0,1.0,[100000.0]
CCN3,daily,42,20,148277422.0,1.8378165355478058,[20.0]
CLOUD,daily,44,26,202816818.0,1.0823887987435046,[26.0]
CCN3,daily,43,20,148277422.0,1.8378165355478058,[20.0]
CLOUD,daily,45,22,161104077.0,1.3626387121165158,[22.0]
CCN3,daily,44,20,148277422.0,1.8378165355478058,[20.0]
CLOUD,daily,46,100000,219526652.0,1.0,[100000.0]
CCN3,daily,45,18,121864875.0,2.236138165324504,[18.0]
CLOUD,daily,47,100000,219526652.0,1.0,[100000.0]
CCN3,daily,46,20,148277422.0,1.8378165355478058,[20.0]
CLOUD,daily,48,100000,219526652.0,1.0,[100000.0]
CCN3,daily,47,18,121864875.0,2.236138165324504,[18.0]
CLOUD,daily,49,100000,219526652.0,1.0,[100000.0]
CCN3,daily,48,18,121864875.0,2.236138165324504,[18.0]
CLOUD,daily,50,100000,219526652.0,1.0,[100000.0]
CCN3,daily,49,18,121864875.0,2.236138165324504,[18.0]
CLOUD,daily,51,100000,219526652.0,1.0,[100000.0]
CCN3,daily,50,18,121864875.0,2.236138165324504,[18.0]
CLOUD,daily,52,24,181960442.0,1.206452620070026,[24.0]
CCN3,daily,51,18,121864875.0,2.236138165324504,[18.0]
CLOUD,daily,53,100000,219526652.0,1.0,[100000.0]
CCN3,daily,52,20,148277422.0,1.8378165355478058,[20.0]
CLOUD,daily,54,100000,219526652.0,1.0,[100000.0]
CCN3,daily,53,20,148277422.0,1.8378165355478058,[20.0]
CLOUD,daily,55,100000,219526652.0,1.0,[100000.0]
CCN3,daily,54,20,148277422.0,1.8378165355478058,[20.0]
CLOUD,daily,56,22,161104077.0,1.3626387121165158,[22.0]
CCN3,daily,55,20,148277422.0,1.8378165355478058,[20.0]
CLOUD,daily,57,100000,219526652.0,1.0,[100000.0]
CCN3,daily,56,20,148277422.0,1.8378165355478058,[20.0]
CLOUD,daily,58,100000,219526652.0,1.0,[100000.0]
CCN3,daily,57,20,148277422.0,1.8378165355478058,[20.0]
CLOUD,daily,59,100000,219526652.0,1.0,[100000.0]
CCN3,daily,58,20,148277422.0,1.8378165355478058,[20.0]
CCN3,daily,59,20,148277422.0,1.8378165355478058,[20.0]
FLNS,daily,0,10,1957681.0,5.075148606948732,[10.0]
FLNS,daily,1,10,1957681.0,5.075148606948732,[10.0]
FLNS,daily,2,10,1957681.0,5.075148606948732,[10.0]
FLNS,daily,3,10,1957681.0,5.075148606948732,[10.0]
FLNS,daily,4,10,1957681.0,5.075148606948732,[10.0]
FLNS,daily,5,10,1957681.0,5.075148606948732,[10.0]
FLNS,daily,6,10,1957681.0,5.075148606948732,[10.0]
FLNS,daily,7,10,1957681.0,5.075148606948732,[10.0]
FLNS,daily,8,10,1957681.0,5.075148606948732,[10.0]
FLNS,daily,9,10,1957681.0,5.075148606948732,[10.0]
FLNS,daily,10,10,1957681.0,5.075148606948732,[10.0]
FLNS,daily,11,10,1957681.0,5.075148606948732,[10.0]
FLNS,daily,12,10,1957681.0,5.075148606948732,[10.0]
FLNS,daily,13,10,1957681.0,5.075148606948732,[10.0]
FLNS,daily,14,10,1957681.0,5.075148606948732,[10.0]
FLNS,daily,15,10,1957681.0,5.075148606948732,[10.0]
FLNS,daily,16,10,1957681.0,5.075148606948732,[10.0]
FLNS,daily,17,10,1957681.0,5.075148606948732,[10.0]
FLNS,daily,18,10,1957681.0,5.075148606948732,[10.0]
FLNS,daily,19,10,1957681.0,5.075148606948732,[10.0]
FLNS,daily,20,10,1957681.0,5.075148606948732,[10.0]
FLNS,daily,21,10,1957681.0,5.075148606948732,[10.0]
FLNS,daily,22,10,1957681.0,5.075148606948732,[10.0]
FLNS,daily,23,10,1957681.0,5.075148606948732,[10.0]
FLNS,daily,24,10,1957681.0,5.075148606948732,[10.0]
FLNS,daily,25,10,1957681.0,5.075148606948732,[10.0]
FLNS,daily,26,10,1957681.0,5.075148606948732,[10.0]
FLNS,daily,27,10,1957681.0,5.075148606948732,[10.0]
FLNS,daily,28,10,1957681.0,5.075148606948732,[10.0]
FLNS,daily,29,10,1957681.0,5.075148606948732,[10.0]
FLNS,daily,30,10,1957681.0,5.075148606948732,[10.0]
FLNS,daily,31,10,1957681.0,5.075148606948732,[10.0]
FLNS,daily,32,10,1957681.0,5.075148606948732,[10.0]
FLNS,daily,33,10,1957681.0,5.075148606948732,[10.0]
FLNS,daily,34,10,1957681.0,5.075148606948732,[10.0]
FLNS,daily,35,10,1957681.0,5.075148606948732,[10.0]
FLNS,daily,36,10,1957681.0,5.075148606948732,[10.0]
FLNS,daily,37,10,1957681.0,5.075148606948732,[10.0]
FLNS,daily,38,10,1957681.0,5.075148606948732,[10.0]
FLNS,daily,39,10,1957681.0,5.075148606948732,[10.0]
FLNS,daily,40,10,1957681.0,5.075148606948732,[10.0]
FLNS,daily,41,10,1957681.0,5.075148606948732,[10.0]
FLNS,daily,42,10,1957681.0,5.075148606948732,[10.0]
FLNS,daily,43,10,1957681.0,5.075148606948732,[10.0]
FLNS,daily,44,10,1957681.0,5.075148606948732,[10.0]
FLNS,daily,45,10,1957681.0,5.075148606948732,[10.0]
FLNS,daily,46,10,1957681.0,5.075148606948732,[10.0]
FLNS,daily,47,10,1957681.0,5.075148606948732,[10.0]
FLNS,daily,48,10,1957681.0,5.075148606948732,[10.0]
FLNS,daily,49,10,1957681.0,5.075148606948732,[10.0]
FLNS,daily,50,10,1957681.0,5.075148606948732,[10.0]
FLNS,daily,51,10,1957681.0,5.075148606948732,[10.0]
FLNS,daily,52,10,1957681.0,5.075148606948732,[10.0]
FLNS,daily,53,10,1957681.0,5.075148606948732,[10.0]
FLNS,daily,54,10,1957681.0,5.075148606948732,[10.0]
FLNS,daily,55,10,1957681.0,5.075148606948732,[10.0]
FLNS,daily,56,10,1957681.0,5.075148606948732,[10.0]
FLNS,daily,57,10,1957681.0,5.075148606948732,[10.0]
FLNS,daily,58,10,1957681.0,5.075148606948732,[10.0]
FLNS,daily,59,10,1957681.0,5.075148606948732,[10.0]
FSNS,daily,0,10,1844774.0,5.04409645842797,[10.0]
FSNS,daily,1,10,1844774.0,5.04409645842797,[10.0]
FSNS,daily,2,10,1844774.0,5.04409645842797,[10.0]
FSNS,daily,3,10,1844774.0,5.04409645842797,[10.0]
FSNS,daily,4,10,1844774.0,5.04409645842797,[10.0]
FSNS,daily,5,10,1844774.0,5.04409645842797,[10.0]
FSNS,daily,6,10,1844774.0,5.04409645842797,[10.0]
FSNS,daily,7,10,1844774.0,5.04409645842797,[10.0]
FSNS,daily,8,10,1844774.0,5.04409645842797,[10.0]
FSNS,daily,9,10,1844774.0,5.04409645842797,[10.0]
FSNS,daily,10,10,1844774.0,5.04409645842797,[10.0]
FSNS,daily,11,10,1844774.0,5.04409645842797,[10.0]
FSNS,daily,12,10,1844774.0,5.04409645842797,[10.0]
FSNS,daily,13,10,1844774.0,5.04409645842797,[10.0]
FSNS,daily,14,10,1844774.0,5.04409645842797,[10.0]
FSNS,daily,15,10,1844774.0,5.04409645842797,[10.0]
FSNS,daily,16,10,1844774.0,5.04409645842797,[10.0]
FSNS,daily,17,10,1844774.0,5.04409645842797,[10.0]
FSNS,daily,18,10,1844774.0,5.04409645842797,[10.0]
FSNS,daily,19,10,1844774.0,5.04409645842797,[10.0]
FSNS,daily,20,10,1844774.0,5.04409645842797,[10.0]
FSNS,daily,21,10,1844774.0,5.04409645842797,[10.0]
FSNS,daily,22,10,1844774.0,5.04409645842797,[10.0]
FSNS,daily,23,10,1844774.0,5.04409645842797,[10.0]
FSNS,daily,24,10,1844774.0,5.04409645842797,[10.0]
FSNS,daily,25,10,1844774.0,5.04409645842797,[10.0]
FSNS,daily,26,10,1844774.0,5.04409645842797,[10.0]
FSNS,daily,27,10,1844774.0,5.04409645842797,[10.0]
FSNS,daily,28,10,1844774.0,5.04409645842797,[10.0]
FSNS,daily,29,10,1844774.0,5.04409645842797,[10.0]
FSNS,daily,30,10,1844774.0,5.04409645842797,[10.0]
FSNS,daily,31,10,1844774.0,5.04409645842797,[10.0]
FSNS,daily,32,10,1844774.0,5.04409645842797,[10.0]
FSNS,daily,33,10,1844774.0,5.04409645842797,[10.0]
FSNS,daily,34,10,1844774.0,5.04409645842797,[10.0]
FSNS,daily,35,10,1844774.0,5.04409645842797,[10.0]
FSNS,daily,36,10,1844774.0,5.04409645842797,[10.0]
FSNS,daily,37,10,1844774.0,5.04409645842797,[10.0]
FSNS,daily,38,10,1844774.0,5.04409645842797,[10.0]
FSNS,daily,39,10,1844774.0,5.04409645842797,[10.0]
FSNS,daily,40,10,1844774.0,5.04409645842797,[10.0]
FSNS,daily,41,10,1844774.0,5.04409645842797,[10.0]
FSNS,daily,42,10,1844774.0,5.04409645842797,[10.0]
FSNS,daily,43,10,1844774.0,5.04409645842797,[10.0]
FSNS,daily,44,10,1844774.0,5.04409645842797,[10.0]
FSNS,daily,45,10,1844774.0,5.04409645842797,[10.0]
FSNS,daily,46,10,1844774.0,5.04409645842797,[10.0]
FSNS,daily,47,10,1844774.0,5.04409645842797,[10.0]
FSNS,daily,48,10,1844774.0,5.04409645842797,[10.0]
FSNS,daily,49,10,1844774.0,5.04409645842797,[10.0]
FSNS,daily,50,10,1844774.0,5.04409645842797,[10.0]
FSNS,daily,51,10,1844774.0,5.04409645842797,[10.0]
FSNS,daily,52,10,1844774.0,5.04409645842797,[10.0]
FSNS,daily,53,10,1844774.0,5.04409645842797,[10.0]
FSNS,daily,54,10,1844774.0,5.04409645842797,[10.0]
FSNS,daily,55,10,1844774.0,5.04409645842797,[10.0]
FSNS,daily,56,10,1844774.0,5.04409645842797,[10.0]
FSNS,daily,57,10,1844774.0,5.04409645842797,[10.0]
FSNS,daily,58,10,1844774.0,5.04409645842797,[10.0]
FSNS,daily,59,10,1844774.0,5.04409645842797,[10.0]
FLNT,daily,0,12,1802147.0,4.7804696287261805,[12.0]
FLNT,daily,1,12,1802147.0,4.7804696287261805,[12.0]
FLNT,daily,2,12,1802147.0,4.7804696287261805,[12.0]
FLNT,daily,3,12,1802147.0,4.7804696287261805,[12.0]
FLNT,daily,4,12,1802147.0,4.7804696287261805,[12.0]
FLNT,daily,5,12,1802147.0,4.7804696287261805,[12.0]
FLNT,daily,6,12,1802147.0,4.7804696287261805,[12.0]
FLNT,daily,7,12,1802147.0,4.7804696287261805,[12.0]
FLNT,daily,8,12,1802147.0,4.7804696287261805,[12.0]
FLNT,daily,9,12,1802147.0,4.7804696287261805,[12.0]
FLNT,daily,10,12,1802147.0,4.7804696287261805,[12.0]
FLNT,daily,11,12,1802147.0,4.7804696287261805,[12.0]
FLNT,daily,12,12,1802147.0,4.7804696287261805,[12.0]
FLNT,daily,13,12,1802147.0,4.7804696287261805,[12.0]
FLNT,daily,14,12,1802147.0,4.7804696287261805,[12.0]
FLNT,daily,15,12,1802147.0,4.7804696287261805,[12.0]
FLNT,daily,16,12,1802147.0,4.7804696287261805,[12.0]
FLNT,daily,17,12,1802147.0,4.7804696287261805,[12.0]
FLNT,daily,18,12,1802147.0,4.7804696287261805,[12.0]
FLNT,daily,19,12,1802147.0,4.7804696287261805,[12.0]
FLNT,daily,20,12,1802147.0,4.7804696287261805,[12.0]
FLNT,daily,21,12,1802147.0,4.7804696287261805,[12.0]
FLNT,daily,22,12,1802147.0,4.7804696287261805,[12.0]
FLNT,daily,23,12,1802147.0,4.7804696287261805,[12.0]
FLNT,daily,24,12,1802147.0,4.7804696287261805,[12.0]
FLNT,daily,25,12,1802147.0,4.7804696287261805,[12.0]
FLNT,daily,26,12,1802147.0,4.7804696287261805,[12.0]
FLNT,daily,27,12,1802147.0,4.7804696287261805,[12.0]
FLNT,daily,28,12,1802147.0,4.7804696287261805,[12.0]
FLNT,daily,29,12,1802147.0,4.7804696287261805,[12.0]
FLNT,daily,30,12,1802147.0,4.7804696287261805,[12.0]
FLNT,daily,31,12,1802147.0,4.7804696287261805,[12.0]
FLNT,daily,32,12,1802147.0,4.7804696287261805,[12.0]
FLNT,daily,33,12,1802147.0,4.7804696287261805,[12.0]
FLNT,daily,34,12,1802147.0,4.7804696287261805,[12.0]
FLNT,daily,35,12,1802147.0,4.7804696287261805,[12.0]
FLNT,daily,36,12,1802147.0,4.7804696287261805,[12.0]
FLNT,daily,37,12,1802147.0,4.7804696287261805,[12.0]
FLNT,daily,38,12,1802147.0,4.7804696287261805,[12.0]
FLNT,daily,39,12,1802147.0,4.7804696287261805,[12.0]
FLNT,daily,40,12,1802147.0,4.7804696287261805,[12.0]
FLNT,daily,41,12,1802147.0,4.7804696287261805,[12.0]
FLNT,daily,42,12,1802147.0,4.7804696287261805,[12.0]
FLNT,daily,43,12,1802147.0,4.7804696287261805,[12.0]
FLNT,daily,44,12,1802147.0,4.7804696287261805,[12.0]
FLNT,daily,45,12,1802147.0,4.7804696287261805,[12.0]
FLNT,daily,46,12,1802147.0,4.7804696287261805,[12.0]
FLNT,daily,47,12,1802147.0,4.7804696287261805,[12.0]
FLNT,daily,48,12,1802147.0,4.7804696287261805,[12.0]
FLNT,daily,49,12,1802147.0,4.7804696287261805,[12.0]
FLNT,daily,50,12,1802147.0,4.7804696287261805,[12.0]
FLNT,daily,51,12,1802147.0,4.7804696287261805,[12.0]
FLNT,daily,52,12,1802147.0,4.7804696287261805,[12.0]
FLNT,daily,53,12,1802147.0,4.7804696287261805,[12.0]
FLNT,daily,54,12,1802147.0,4.7804696287261805,[12.0]
FLNT,daily,55,12,1802147.0,4.7804696287261805,[12.0]
FLNT,daily,56,12,1802147.0,4.7804696287261805,[12.0]
FLNT,daily,57,12,1802147.0,4.7804696287261805,[12.0]
FLNT,daily,58,12,1802147.0,4.7804696287261805,[12.0]
FLNT,daily,59,12,1802147.0,4.7804696287261805,[12.0]
LHFLX,daily,0,8,1433564.0,7.293869684227562,[8.0]
LHFLX,daily,1,8,1433564.0,7.293869684227562,[8.0]
LHFLX,daily,2,8,1433564.0,7.293869684227562,[8.0]
LHFLX,daily,3,8,1433564.0,7.293869684227562,[8.0]
LHFLX,daily,4,8,1433564.0,7.293869684227562,[8.0]
LHFLX,daily,5,8,1433564.0,7.293869684227562,[8.0]
LHFLX,daily,6,8,1433564.0,7.293869684227562,[8.0]
LHFLX,daily,7,8,1433564.0,7.293869684227562,[8.0]
LHFLX,daily,8,8,1433564.0,7.293869684227562,[8.0]
LHFLX,daily,9,8,1433564.0,7.293869684227562,[8.0]
LHFLX,daily,10,8,1433564.0,7.293869684227562,[8.0]
LHFLX,daily,11,8,1433564.0,7.293869684227562,[8.0]
LHFLX,daily,12,8,1433564.0,7.293869684227562,[8.0]
LHFLX,daily,13,8,1433564.0,7.293869684227562,[8.0]
LHFLX,daily,14,8,1433564.0,7.293869684227562,[8.0]
LHFLX,daily,15,8,1433564.0,7.293869684227562,[8.0]
LHFLX,daily,16,8,1433564.0,7.293869684227562,[8.0]
LHFLX,daily,17,8,1433564.0,7.293869684227562,[8.0]
LHFLX,daily,18,8,1433564.0,7.293869684227562,[8.0]
LHFLX,daily,19,8,1433564.0,7.293869684227562,[8.0]
LHFLX,daily,20,8,1433564.0,7.293869684227562,[8.0]
LHFLX,daily,21,8,1433564.0,7.293869684227562,[8.0]
LHFLX,daily,22,8,1433564.0,7.293869684227562,[8.0]
LHFLX,daily,23,8,1433564.0,7.293869684227562,[8.0]
LHFLX,daily,24,8,1433564.0,7.293869684227562,[8.0]
LHFLX,daily,25,8,1433564.0,7.293869684227562,[8.0]
LHFLX,daily,26,8,1433564.0,7.293869684227562,[8.0]
LHFLX,daily,27,8,1433564.0,7.293869684227562,[8.0]
LHFLX,daily,28,8,1433564.0,7.293869684227562,[8.0]
LHFLX,daily,29,8,1433564.0,7.293869684227562,[8.0]
LHFLX,daily,30,8,1433564.0,7.293869684227562,[8.0]
LHFLX,daily,31,8,1433564.0,7.293869684227562,[8.0]
LHFLX,daily,32,8,1433564.0,7.293869684227562,[8.0]
LHFLX,daily,33,8,1433564.0,7.293869684227562,[8.0]
LHFLX,daily,34,8,1433564.0,7.293869684227562,[8.0]
LHFLX,daily,35,8,1433564.0,7.293869684227562,[8.0]
LHFLX,daily,36,8,1433564.0,7.293869684227562,[8.0]
LHFLX,daily,37,8,1433564.0,7.293869684227562,[8.0]
LHFLX,daily,38,8,1433564.0,7.293869684227562,[8.0]
LHFLX,daily,39,8,1433564.0,7.293869684227562,[8.0]
LHFLX,daily,40,8,1433564.0,7.293869684227562,[8.0]
LHFLX,daily,41,8,1433564.0,7.293869684227562,[8.0]
LHFLX,daily,42,8,1433564.0,7.293869684227562,[8.0]
LHFLX,daily,43,8,1433564.0,7.293869684227562,[8.0]
LHFLX,daily,44,8,1433564.0,7.293869684227562,[8.0]
LHFLX,daily,45,8,1433564.0,7.293869684227562,[8.0]
LHFLX,daily,46,8,1433564.0,7.293869684227562,[8.0]
LHFLX,daily,47,8,1433564.0,7.293869684227562,[8.0]
LHFLX,daily,48,8,1433564.0,7.293869684227562,[8.0]
LHFLX,daily,49,8,1433564.0,7.293869684227562,[8.0]
LHFLX,daily,50,8,1433564.0,7.293869684227562,[8.0]
LHFLX,daily,51,8,1433564.0,7.293869684227562,[8.0]
LHFLX,daily,52,8,1433564.0,7.293869684227562,[8.0]
LHFLX,daily,53,8,1433564.0,7.293869684227562,[8.0]
LHFLX,daily,54,8,1433564.0,7.293869684227562,[8.0]
LHFLX,daily,55,8,1433564.0,7.293869684227562,[8.0]
LHFLX,daily,56,8,1433564.0,7.293869684227562,[8.0]
LHFLX,daily,57,8,1433564.0,7.293869684227562,[8.0]
LHFLX,daily,58,8,1433564.0,7.293869684227562,[8.0]
LHFLX,daily,59,8,1433564.0,7.293869684227562,[8.0]
FSNT,daily,0,10,1579760.0,5.621647592039297,[10.0]
FSNT,daily,1,10,1579760.0,5.621647592039297,[10.0]
FSNT,daily,2,10,1579760.0,5.621647592039297,[10.0]
FSNT,daily,3,10,1579760.0,5.621647592039297,[10.0]
FSNT,daily,4,10,1579760.0,5.621647592039297,[10.0]
FSNT,daily,5,10,1579760.0,5.621647592039297,[10.0]
FSNT,daily,6,10,1579760.0,5.621647592039297,[10.0]
FSNT,daily,7,10,1579760.0,5.621647592039297,[10.0]
FSNT,daily,8,10,1579760.0,5.621647592039297,[10.0]
FSNT,daily,9,10,1579760.0,5.621647592039297,[10.0]
FSNT,daily,10,10,1579760.0,5.621647592039297,[10.0]
FSNT,daily,11,10,1579760.0,5.621647592039297,[10.0]
FSNT,daily,12,10,1579760.0,5.621647592039297,[10.0]
FSNT,daily,13,10,1579760.0,5.621647592039297,[10.0]
FSNT,daily,14,10,1579760.0,5.621647592039297,[10.0]
FSNT,daily,15,10,1579760.0,5.621647592039297,[10.0]
FSNT,daily,16,10,1579760.0,5.621647592039297,[10.0]
FSNT,daily,17,10,1579760.0,5.621647592039297,[10.0]
FSNT,daily,18,10,1579760.0,5.621647592039297,[10.0]
FSNT,daily,19,10,1579760.0,5.621647592039297,[10.0]
FSNT,daily,20,10,1579760.0,5.621647592039297,[10.0]
FSNT,daily,21,10,1579760.0,5.621647592039297,[10.0]
FSNT,daily,22,10,1579760.0,5.621647592039297,[10.0]
FSNT,daily,23,10,1579760.0,5.621647592039297,[10.0]
FSNT,daily,24,10,1579760.0,5.621647592039297,[10.0]
FSNT,daily,25,10,1579760.0,5.621647592039297,[10.0]
FSNT,daily,26,10,1579760.0,5.621647592039297,[10.0]
FSNT,daily,27,10,1579760.0,5.621647592039297,[10.0]
FSNT,daily,28,10,1579760.0,5.621647592039297,[10.0]
FSNT,daily,29,10,1579760.0,5.621647592039297,[10.0]
FSNT,daily,30,10,1579760.0,5.621647592039297,[10.0]
FSNT,daily,31,10,1579760.0,5.621647592039297,[10.0]
FSNT,daily,32,10,1579760.0,5.621647592039297,[10.0]
FSNT,daily,33,10,1579760.0,5.621647592039297,[10.0]
FSNT,daily,34,10,1579760.0,5.621647592039297,[10.0]
FSNT,daily,35,10,1579760.0,5.621647592039297,[10.0]
FSNT,daily,36,10,1579760.0,5.621647592039297,[10.0]
FSNT,daily,37,10,1579760.0,5.621647592039297,[10.0]
FSNT,daily,38,10,1579760.0,5.621647592039297,[10.0]
FSNT,daily,39,10,1579760.0,5.621647592039297,[10.0]
FSNT,daily,40,10,1579760.0,5.621647592039297,[10.0]
FSNT,daily,41,10,1579760.0,5.621647592039297,[10.0]
FSNT,daily,42,10,1579760.0,5.621647592039297,[10.0]
FSNT,daily,43,10,1579760.0,5.621647592039297,[10.0]
FSNT,daily,44,10,1579760.0,5.621647592039297,[10.0]
FSNT,daily,45,10,1579760.0,5.621647592039297,[10.0]
FSNT,daily,46,10,1579760.0,5.621647592039297,[10.0]
FSNT,daily,47,10,1579760.0,5.621647592039297,[10.0]
FSNT,daily,48,10,1579760.0,5.621647592039297,[10.0]
FSNT,daily,49,10,1579760.0,5.621647592039297,[10.0]
FSNT,daily,50,10,1579760.0,5.621647592039297,[10.0]
FSNT,daily,51,10,1579760.0,5.621647592039297,[10.0]
FSNT,daily,52,10,1579760.0,5.621647592039297,[10.0]
FSNT,daily,53,10,1579760.0,5.621647592039297,[10.0]
FSNT,daily,54,10,1579760.0,5.621647592039297,[10.0]
FSNT,daily,55,10,1579760.0,5.621647592039297,[10.0]
FSNT,daily,56,10,1579760.0,5.621647592039297,[10.0]
FSNT,daily,57,10,1579760.0,5.621647592039297,[10.0]
FSNT,daily,58,10,1579760.0,5.621647592039297,[10.0]
FSNT,daily,59,10,1579760.0,5.621647592039297,[10.0]
PRECL,daily,0,8,1678909.0,6.344831673426016,[8.0]
PRECL,daily,1,8,1678909.0,6.344831673426016,[8.0]
PRECL,daily,2,8,1678909.0,6.344831673426016,[8.0]
PRECL,daily,3,8,1678909.0,6.344831673426016,[8.0]
PRECL,daily,4,8,1678909.0,6.344831673426016,[8.0]
PRECL,daily,5,8,1678909.0,6.344831673426016,[8.0]
PRECL,daily,6,8,1678909.0,6.344831673426016,[8.0]
PRECL,daily,7,8,1678909.0,6.344831673426016,[8.0]
PRECL,daily,8,8,1678909.0,6.344831673426016,[8.0]
