variable,frequency,timestep,zfp_level,zfp_size,zfp_ratio,all_zfp_levs
TS,daily,34,14,1812506.0,4.246741803889201,[14.0]
TS,daily,35,14,1812506.0,4.246741803889201,[14.0]
TS,daily,36,14,1812506.0,4.246741803889201,[14.0]
TS,daily,37,14,1812506.0,4.246741803889201,[14.0]
TS,daily,38,14,1812506.0,4.246741803889201,[14.0]
TS,daily,39,14,1812506.0,4.246741803889201,[14.0]
TS,daily,40,14,1812506.0,4.246741803889201,[14.0]
TS,daily,41,14,1812506.0,4.246741803889201,[14.0]
TS,daily,42,14,1812506.0,4.246741803889201,[14.0]
TS,daily,43,14,1812506.0,4.246741803889201,[14.0]
TS,daily,44,14,1812506.0,4.246741803889201,[14.0]
TS,daily,45,14,1812506.0,4.246741803889201,[14.0]
TS,daily,46,14,1812506.0,4.246741803889201,[14.0]
TS,daily,47,14,1812506.0,4.246741803889201,[14.0]
TS,daily,48,14,1812506.0,4.246741803889201,[14.0]
TS,daily,49,14,1812506.0,4.246741803889201,[14.0]
TS,daily,50,14,1812506.0,4.246741803889201,[14.0]
TS,daily,51,14,1812506.0,4.246741803889201,[14.0]
TS,daily,52,14,1812506.0,4.246741803889201,[14.0]
TS,daily,53,14,1812506.0,4.246741803889201,[14.0]
TS,daily,54,14,1812506.0,4.246741803889201,[14.0]
TS,daily,55,14,1812506.0,4.246741803889201,[14.0]
TS,daily,56,14,1812506.0,4.246741803889201,[14.0]
TS,daily,57,14,1812506.0,4.246741803889201,[14.0]
TS,daily,58,14,1812506.0,4.246741803889201,[14.0]
TS,daily,59,14,1812506.0,4.246741803889201,[14.0]
